Stage1,Stage2,Stage3,Stage4,Stage5,Stage6,Stage7,Stages,Switches,Cap,Slew1,Slew2,Slew3,Slew4,Slew5,Slew6,Slew7,Ileak,MaxI,EndTime
1,50,649,1,7,1,1,7,710,1.949e-11,0.0014,0.0430402,0.5520704,0.0014,0.006498799999999999,0.0014,0.0014,1.74e-05,1.300e-02,2.254e-09
110,1,572,1,24,1,1,7,710,1.949e-11,0.09402820000000002,0.0014,0.48663579999999995,0.0014,0.0209454,0.0014,0.0014,1.74e-05,1.327e-02,2.179e-09
36,1,1,1,597,1,73,7,710,1.949e-11,0.031142999999999997,0.0014,0.0014,0.0014,0.5078808,0.0014,0.0625856,1.74e-05,1.351e-02,2.293e-09
174,1,1,37,1,495,1,7,710,1.949e-11,0.1484154,0.0014,0.0014,0.0319928,0.0014,0.4212012,0.0014,1.74e-05,1.299e-02,2.199e-09
1,1,1,253,419,34,1,7,710,1.949e-11,0.0014,0.0014,0.0014,0.2155496,0.3566164,0.029443399999999998,0.0014,1.74e-05,1.447e-02,2.188e-09
5,1,104,597,1,1,1,7,710,1.949e-11,0.0047992,0.0014,0.0889294,0.5078808,0.0014,0.0014,0.0014,1.74e-05,1.314e-02,2.243e-09
1,1,1,14,1,509,183,7,710,1.949e-11,0.0014,0.0014,0.0014,0.0124474,0.0014,0.4330984,0.15606360000000002,1.74e-05,1.459e-02,2.284e-09
1,1,21,224,1,461,1,7,710,1.949e-11,0.0014,0.0014,0.018396,0.19090540000000003,0.0014,0.392308,0.0014,1.74e-05,1.362e-02,2.217e-09
107,566,1,1,1,33,1,7,710,1.949e-11,0.09147880000000001,0.481537,0.0014,0.0014,0.0014,0.0285936,0.0014,1.74e-05,1.353e-02,2.152e-09
15,1,1,453,1,1,238,7,710,1.949e-11,0.0132972,0.0014,0.0014,0.3855096,0.0014,0.0014,0.20280260000000003,1.74e-05,1.478e-02,2.206e-09
183,503,1,1,1,1,20,7,710,1.949e-11,0.15606360000000002,0.4279996,0.0014,0.0014,0.0014,0.0014,0.017546199999999998,1.74e-05,1.385e-02,2.109e-09
1,54,1,1,650,2,1,7,710,1.949e-11,0.0014,0.0464394,0.0014,0.0014,0.5529202000000001,0.0022498,0.0014,1.74e-05,1.296e-02,2.329e-09
1,518,1,174,1,14,1,7,710,1.949e-11,0.0014,0.4407466,0.0014,0.1484154,0.0014,0.0124474,0.0014,1.74e-05,1.471e-02,2.139e-09
518,1,162,26,1,1,1,7,710,1.949e-11,0.4407466,0.0014,0.1382178,0.022645,0.0014,0.0014,0.0014,1.74e-05,1.474e-02,2.109e-09
1,32,1,1,209,465,1,7,710,1.949e-11,0.0014,0.027743800000000002,0.0014,0.0014,0.1781584,0.3957072,0.0014,1.74e-05,1.370e-02,2.229e-09
1,4,160,1,1,542,1,7,710,1.949e-11,0.0014,0.0039494,0.1365182,0.0014,0.0014,0.4611418,0.0014,1.74e-05,1.318e-02,2.265e-09
8,359,1,1,339,1,1,7,710,1.949e-11,0.007348599999999999,0.3056284,0.0014,0.0014,0.28863239999999996,0.0014,0.0014,1.74e-05,1.438e-02,2.136e-09
1,1,1,9,54,643,1,7,710,1.949e-11,0.0014,0.0014,0.0014,0.0081984,0.0464394,0.5469716,0.0014,1.74e-05,1.293e-02,2.365e-09
1,1,1,9,128,1,569,7,710,1.949e-11,0.0014,0.0014,0.0014,0.0081984,0.10932460000000001,0.0014,0.4840864,1.74e-05,1.317e-02,2.335e-09
277,1,1,1,416,13,1,7,710,1.949e-11,0.2359448,0.0014,0.0014,0.0014,0.35406699999999997,0.0115976,0.0014,1.74e-05,1.378e-02,2.132e-09
94,585,1,27,1,1,1,7,710,1.949e-11,0.08043140000000001,0.4976832,0.0014,0.0234948,0.0014,0.0014,0.0014,1.74e-05,1.333e-02,2.165e-09
1,1,1,163,58,485,1,7,710,1.949e-11,0.0014,0.0014,0.0014,0.1390676,0.049838600000000004,0.4127032,0.0014,1.74e-05,1.342e-02,2.231e-09
288,1,1,1,383,35,1,7,710,1.949e-11,0.2452926,0.0014,0.0014,0.0014,0.32602359999999997,0.0302932,0.0014,1.74e-05,1.412e-02,2.119e-09
260,1,386,60,1,1,1,7,710,1.949e-11,0.2214982,0.0014,0.328573,0.0515382,0.0014,0.0014,0.0014,1.74e-05,1.467e-02,2.068e-09
490,170,46,1,1,1,1,7,710,1.949e-11,0.4169522,0.1450162,0.039640999999999996,0.0014,0.0014,0.0014,0.0014,1.74e-05,1.495e-02,2.081e-09
1,1,167,1,1,48,491,7,710,1.949e-11,0.0014,0.0014,0.1424668,0.0014,0.0014,0.041340600000000005,0.41780199999999995,1.74e-05,1.324e-02,2.240e-09
1,434,48,1,1,1,224,7,710,1.949e-11,0.0014,0.36936339999999995,0.041340600000000005,0.0014,0.0014,0.0014,0.19090540000000003,1.74e-05,1.458e-02,2.137e-09
1,140,506,1,1,1,60,7,710,1.949e-11,0.0014,0.11952220000000001,0.43054899999999996,0.0014,0.0014,0.0014,0.0515382,1.74e-05,1.405e-02,2.143e-09
1,33,1,1,633,40,1,7,710,1.949e-11,0.0014,0.0285936,0.0014,0.0014,0.5384736,0.0345422,0.0014,1.74e-05,1.318e-02,2.317e-09
406,1,1,1,264,1,36,7,710,1.949e-11,0.34556899999999996,0.0014,0.0014,0.0014,0.2248974,0.0014,0.031142999999999997,1.74e-05,1.492e-02,2.098e-09
1,1,1,233,1,44,429,7,710,1.949e-11,0.0014,0.0014,0.0014,0.19855360000000002,0.0014,0.0379414,0.3651144,1.74e-05,1.374e-02,2.226e-09
56,290,1,1,1,360,1,7,710,1.949e-11,0.048138999999999994,0.2469922,0.0014,0.0014,0.0014,0.3064782,0.0014,1.74e-05,1.378e-02,2.132e-09
1,462,64,1,1,1,180,7,710,1.949e-11,0.0014,0.39315779999999995,0.0549374,0.0014,0.0014,0.0014,0.15351420000000002,1.74e-05,1.475e-02,2.139e-09
656,1,43,1,1,7,1,7,710,1.949e-11,0.558019,0.0014,0.0370916,0.0014,0.0014,0.006498799999999999,0.0014,1.74e-05,1.337e-02,2.196e-09
1,106,1,1,542,1,58,7,710,1.949e-11,0.0014,0.090629,0.0014,0.0014,0.4611418,0.0014,0.049838600000000004,1.74e-05,1.358e-02,2.236e-09
65,61,1,1,1,1,580,7,710,1.949e-11,0.0557872,0.052388,0.0014,0.0014,0.0014,0.0014,0.4934342,1.74e-05,1.270e-02,2.302e-09
570,1,1,1,1,55,81,7,710,1.949e-11,0.4849362,0.0014,0.0014,0.0014,0.0014,0.0472892,0.069384,1.74e-05,1.441e-02,2.156e-09
1,1,515,1,1,2,189,7,710,1.949e-11,0.0014,0.0014,0.43819719999999995,0.0014,0.0014,0.0022498,0.1611624,1.74e-05,1.466e-02,2.208e-09
1,1,1,1,613,38,55,7,710,1.949e-11,0.0014,0.0014,0.0014,0.0014,0.5214776,0.0328426,0.0472892,1.74e-05,1.359e-02,2.310e-09
649,1,1,8,1,49,1,7,710,1.949e-11,0.5520704,0.0014,0.0014,0.007348599999999999,0.0014,0.042190399999999996,0.0014,1.74e-05,1.349e-02,2.202e-09
641,1,1,1,26,1,39,7,710,1.949e-11,0.545272,0.0014,0.0014,0.0014,0.022645,0.0014,0.0336924,1.74e-05,1.360e-02,2.182e-09
1,1,486,1,50,1,170,7,710,1.949e-11,0.0014,0.0014,0.413553,0.0014,0.0430402,0.0014,0.1450162,1.74e-05,1.487e-02,2.180e-09
1,1,1,110,1,593,3,7,710,1.949e-11,0.0014,0.0014,0.0014,0.09402820000000002,0.0014,0.5044816,0.0030995999999999997,1.74e-05,1.306e-02,2.307e-09
1,463,178,1,1,1,65,7,710,1.949e-11,0.0014,0.39400759999999996,0.15181460000000002,0.0014,0.0014,0.0014,0.0557872,1.74e-05,1.518e-02,2.118e-09
1,611,1,1,41,54,1,7,710,1.949e-11,0.0014,0.5197780000000001,0.0014,0.0014,0.035392,0.0464394,0.0014,1.74e-05,1.383e-02,2.198e-09
1,1,305,353,1,48,1,7,710,1.949e-11,0.0014,0.0014,0.2597392,0.30052959999999995,0.0014,0.041340600000000005,0.0014,1.74e-05,1.506e-02,2.132e-09
1,175,1,479,52,1,1,7,710,1.949e-11,0.0014,0.1492652,0.0014,0.40760440000000003,0.044739799999999996,0.0014,0.0014,1.74e-05,1.394e-02,2.154e-09
1,136,1,1,1,27,543,7,710,1.949e-11,0.0014,0.116123,0.0014,0.0014,0.0014,0.0234948,0.4619916,1.74e-05,1.291e-02,2.282e-09
1,1,43,159,1,1,504,7,710,1.949e-11,0.0014,0.0014,0.0370916,0.13566840000000002,0.0014,0.0014,0.4288494,1.74e-05,1.322e-02,2.257e-09
1,1,546,55,1,105,1,7,710,1.949e-11,0.0014,0.0014,0.464541,0.0472892,0.0014,0.0897792,0.0014,1.74e-05,1.443e-02,2.198e-09
52,1,126,1,1,1,528,7,710,1.949e-11,0.044739799999999996,0.0014,0.107625,0.0014,0.0014,0.0014,0.4492446,1.74e-05,1.280e-02,2.261e-09
1,59,1,1,1,353,294,7,710,1.949e-11,0.0014,0.0506884,0.0014,0.0014,0.0014,0.30052959999999995,0.2503914,1.74e-05,1.482e-02,2.220e-09
32,17,657,1,1,1,1,7,710,1.949e-11,0.027743800000000002,0.014996800000000001,0.5588687999999999,0.0014,0.0014,0.0014,0.0014,1.74e-05,1.300e-02,2.262e-09
1,1,554,60,1,1,92,7,710,1.949e-11,0.0014,0.0014,0.47133939999999996,0.0515382,0.0014,0.0014,0.0787318,1.74e-05,1.438e-02,2.205e-09
1,13,1,1,350,1,343,7,710,1.949e-11,0.0014,0.0115976,0.0014,0.0014,0.2979802,0.0014,0.2920316,1.74e-05,1.464e-02,2.224e-09
507,22,177,1,1,1,1,7,710,1.949e-11,0.4313988,0.0192458,0.1509648,0.0014,0.0014,0.0014,0.0014,1.74e-05,1.477e-02,2.085e-09
1,1,52,1,266,1,388,7,710,1.949e-11,0.0014,0.0014,0.044739799999999996,0.0014,0.22659700000000002,0.0014,0.33027259999999997,1.74e-05,1.413e-02,2.202e-09
1,1,623,1,72,1,11,7,710,1.949e-11,0.0014,0.0014,0.5299756,0.0014,0.0617358,0.0014,0.009898,1.74e-05,1.361e-02,2.244e-09
257,1,47,1,1,402,1,7,710,1.949e-11,0.2189488,0.0014,0.0404908,0.0014,0.0014,0.34216979999999997,0.0014,1.74e-05,1.338e-02,2.126e-09
260,1,1,1,7,439,1,7,710,1.949e-11,0.2214982,0.0014,0.0014,0.0014,0.006498799999999999,0.3736124,0.0014,1.74e-05,1.332e-02,2.162e-09
1,168,1,530,8,1,1,7,710,1.949e-11,0.0014,0.1433166,0.0014,0.45094419999999996,0.007348599999999999,0.0014,0.0014,1.74e-05,1.344e-02,2.181e-09
84,1,1,616,1,1,6,7,710,1.949e-11,0.07193340000000001,0.0014,0.0014,0.5240269999999999,0.0014,0.0014,0.0056489999999999995,1.74e-05,1.304e-02,2.258e-09
1,39,1,122,1,1,545,7,710,1.949e-11,0.0014,0.0336924,0.0014,0.10422580000000001,0.0014,0.0014,0.46369119999999997,1.74e-05,1.299e-02,2.276e-09
1,1,3,615,1,1,88,7,710,1.949e-11,0.0014,0.0014,0.0030995999999999997,0.5231772,0.0014,0.0014,0.0753326,1.74e-05,1.373e-02,2.289e-09
45,82,579,1,1,1,1,7,710,1.949e-11,0.0387912,0.0702338,0.4925844,0.0014,0.0014,0.0014,0.0014,1.74e-05,1.314e-02,2.186e-09
1,1,8,1,294,1,404,7,710,1.949e-11,0.0014,0.0014,0.007348599999999999,0.0014,0.2503914,0.0014,0.3438694,1.74e-05,1.418e-02,2.234e-09
1,1,1,508,22,176,1,7,710,1.949e-11,0.0014,0.0014,0.0014,0.4322486,0.0192458,0.150115,0.0014,1.74e-05,1.474e-02,2.207e-09
204,1,477,1,1,1,25,7,710,1.949e-11,0.17390940000000002,0.0014,0.40590479999999995,0.0014,0.0014,0.0014,0.021795199999999997,1.74e-05,1.387e-02,2.106e-09
28,1,40,1,1,1,638,7,710,1.949e-11,0.0243446,0.0014,0.0345422,0.0014,0.0014,0.0014,0.5427225999999999,1.74e-05,1.283e-02,2.386e-09
1,1,1,1,62,317,327,7,710,1.949e-11,0.0014,0.0014,0.0014,0.0014,0.0532378,0.26993680000000003,0.2784348,1.74e-05,1.475e-02,2.226e-09
1,1,1,68,1,589,49,7,710,1.949e-11,0.0014,0.0014,0.0014,0.058336599999999995,0.0014,0.5010823999999999,0.042190399999999996,1.74e-05,1.341e-02,2.322e-09
1,372,284,1,1,1,50,7,710,1.949e-11,0.0014,0.3166758,0.2418934,0.0014,0.0014,0.0014,0.0430402,1.74e-05,1.538e-02,2.095e-09
1,1,1,5,20,681,1,7,710,1.949e-11,0.0014,0.0014,0.0014,0.0047992,0.017546199999999998,0.579264,0.0014,1.74e-05,1.295e-02,2.415e-09
1,1,468,1,21,1,217,7,710,1.949e-11,0.0014,0.0014,0.3982566,0.0014,0.018396,0.0014,0.18495680000000003,1.74e-05,1.474e-02,2.187e-09
1,413,1,1,1,272,21,7,710,1.949e-11,0.0014,0.3515176,0.0014,0.0014,0.0014,0.23169580000000004,0.018396,1.74e-05,1.475e-02,2.145e-09
1,1,1,1,241,407,58,7,710,1.949e-11,0.0014,0.0014,0.0014,0.0014,0.205352,0.34641879999999997,0.049838600000000004,1.74e-05,1.463e-02,2.212e-09
444,1,239,23,1,1,1,7,710,1.949e-11,0.3778614,0.0014,0.2036524,0.020095599999999998,0.0014,0.0014,0.0014,1.74e-05,1.512e-02,2.086e-09
467,1,1,1,43,1,196,7,710,1.949e-11,0.3974068,0.0014,0.0014,0.0014,0.0370916,0.0014,0.167111,1.74e-05,1.455e-02,2.110e-09
1,1,1,27,374,1,305,7,710,1.949e-11,0.0014,0.0014,0.0014,0.0234948,0.3183754,0.0014,0.2597392,1.74e-05,1.473e-02,2.221e-09
283,399,1,1,1,24,1,7,710,1.949e-11,0.2410436,0.3396204,0.0014,0.0014,0.0014,0.0209454,0.0014,1.74e-05,1.466e-02,2.058e-09
5,1,526,1,1,1,175,7,710,1.949e-11,0.0047992,0.0014,0.44754499999999997,0.0014,0.0014,0.0014,0.1492652,1.74e-05,1.459e-02,2.209e-09
14,223,469,1,1,1,1,7,710,1.949e-11,0.0124474,0.1900556,0.3991064,0.0014,0.0014,0.0014,0.0014,1.74e-05,1.388e-02,2.128e-09
15,1,675,1,1,1,16,7,710,1.949e-11,0.0132972,0.0014,0.5741652,0.0014,0.0014,0.0014,0.014147,1.74e-05,1.311e-02,2.289e-09
1,1,404,253,1,1,49,7,710,1.949e-11,0.0014,0.0014,0.3438694,0.2155496,0.0014,0.0014,0.042190399999999996,1.74e-05,1.543e-02,2.129e-09
574,20,1,1,1,112,1,7,710,1.949e-11,0.48833540000000003,0.017546199999999998,0.0014,0.0014,0.0014,0.0957278,0.0014,1.74e-05,1.428e-02,2.140e-09
1,1,519,57,1,130,1,7,710,1.949e-11,0.0014,0.0014,0.44159639999999994,0.0489888,0.0014,0.1110242,0.0014,1.74e-05,1.469e-02,2.180e-09
494,1,1,1,1,184,28,7,710,1.949e-11,0.4203514,0.0014,0.0014,0.0014,0.0014,0.1569134,0.0243446,1.74e-05,1.480e-02,2.126e-09
224,1,1,55,1,1,427,7,710,1.949e-11,0.19090540000000003,0.0014,0.0014,0.0472892,0.0014,0.0014,0.3634148,1.74e-05,1.301e-02,2.159e-09
37,1,214,1,455,1,1,7,710,1.949e-11,0.0319928,0.0014,0.1824074,0.0014,0.3872092,0.0014,0.0014,1.74e-05,1.369e-02,2.174e-09
1,1,13,448,1,1,245,7,710,1.949e-11,0.0014,0.0014,0.0115976,0.38126059999999995,0.0014,0.0014,0.20875120000000003,1.74e-05,1.482e-02,2.215e-09
509,131,1,1,1,66,1,7,710,1.949e-11,0.4330984,0.11187400000000002,0.0014,0.0014,0.0014,0.056637,0.0014,1.74e-05,1.482e-02,2.084e-09
1,1,91,1,18,1,597,7,710,1.949e-11,0.0014,0.0014,0.077882,0.0014,0.015846600000000002,0.0014,0.5078808,1.74e-05,1.291e-02,2.338e-09
480,1,191,35,1,1,1,7,710,1.949e-11,0.4084542,0.0014,0.162862,0.0302932,0.0014,0.0014,0.0014,1.74e-05,1.505e-02,2.092e-09
1,383,1,7,316,1,1,7,710,1.949e-11,0.0014,0.32602359999999997,0.0014,0.006498799999999999,0.269087,0.0014,0.0014,1.74e-05,1.454e-02,2.136e-09
209,1,1,1,453,1,44,7,710,1.949e-11,0.1781584,0.0014,0.0014,0.0014,0.3855096,0.0014,0.0379414,1.74e-05,1.374e-02,2.154e-09
444,1,1,1,1,2,260,7,710,1.949e-11,0.3778614,0.0014,0.0014,0.0014,0.0014,0.0022498,0.2214982,1.74e-05,1.426e-02,2.140e-09
1,1,27,92,1,587,1,7,710,1.949e-11,0.0014,0.0014,0.0234948,0.0787318,0.0014,0.49938279999999996,0.0014,1.74e-05,1.305e-02,2.306e-09
633,1,1,1,1,43,30,7,710,1.949e-11,0.5384736,0.0014,0.0014,0.0014,0.0014,0.0370916,0.0260442,1.74e-05,1.370e-02,2.179e-09
259,1,13,1,1,1,434,7,710,1.949e-11,0.22064840000000002,0.0014,0.0115976,0.0014,0.0014,0.0014,0.36936339999999995,1.74e-05,1.302e-02,2.171e-09
1,22,1,1,596,1,88,7,710,1.949e-11,0.0014,0.0192458,0.0014,0.0014,0.507031,0.0014,0.0753326,1.74e-05,1.371e-02,2.283e-09
1,1,61,1,288,1,357,7,710,1.949e-11,0.0014,0.0014,0.052388,0.0014,0.2452926,0.0014,0.3039288,1.74e-05,1.434e-02,2.200e-09
1,1,319,33,1,1,354,7,710,1.949e-11,0.0014,0.0014,0.2716364,0.0285936,0.0014,0.0014,0.30137939999999996,1.74e-05,1.407e-02,2.183e-09
1,35,114,1,1,1,557,7,710,1.949e-11,0.0014,0.0302932,0.09742740000000001,0.0014,0.0014,0.0014,0.4738888,1.74e-05,1.291e-02,2.292e-09
116,1,49,541,1,1,1,7,710,1.949e-11,0.099127,0.0014,0.042190399999999996,0.460292,0.0014,0.0014,0.0014,1.74e-05,1.308e-02,2.179e-09
1,79,1,1,1,571,56,7,710,1.949e-11,0.0014,0.0676844,0.0014,0.0014,0.0014,0.485786,0.048138999999999994,1.74e-05,1.329e-02,2.286e-09
1,1,518,53,135,1,1,7,710,1.949e-11,0.0014,0.0014,0.4407466,0.0455896,0.1152732,0.0014,0.0014,1.74e-05,1.468e-02,2.178e-09
1,1,135,1,1,554,17,7,710,1.949e-11,0.0014,0.0014,0.1152732,0.0014,0.0014,0.47133939999999996,0.014996800000000001,1.74e-05,1.324e-02,2.277e-09
1,273,371,1,1,62,1,7,710,1.949e-11,0.0014,0.23254560000000002,0.315826,0.0014,0.0014,0.0532378,0.0014,1.74e-05,1.503e-02,2.093e-09
496,197,1,1,1,13,1,7,710,1.949e-11,0.422051,0.16796080000000002,0.0014,0.0014,0.0014,0.0115976,0.0014,1.74e-05,1.485e-02,2.076e-09
355,12,339,1,1,1,1,7,710,1.949e-11,0.3022292,0.0107478,0.28863239999999996,0.0014,0.0014,0.0014,0.0014,1.74e-05,1.471e-02,2.069e-09
1,1,1,255,15,1,436,7,710,1.949e-11,0.0014,0.0014,0.0014,0.2172492,0.0132972,0.0014,0.371063,1.74e-05,1.376e-02,2.238e-09
1,1,1,1,114,566,26,7,710,1.949e-11,0.0014,0.0014,0.0014,0.0014,0.09742740000000001,0.481537,0.022645,1.74e-05,1.344e-02,2.296e-09
1,56,1,1,1,125,525,7,710,1.949e-11,0.0014,0.048138999999999994,0.0014,0.0014,0.0014,0.10677520000000001,0.4466952,1.74e-05,1.325e-02,2.288e-09
1,1,1,329,1,363,14,7,710,1.949e-11,0.0014,0.0014,0.0014,0.28013439999999995,0.0014,0.30902759999999996,0.0124474,1.74e-05,1.456e-02,2.199e-09
384,1,57,1,1,1,265,7,710,1.949e-11,0.32687340000000004,0.0014,0.0489888,0.0014,0.0014,0.0014,0.2257472,1.74e-05,1.410e-02,2.111e-09
1,1,3,1,1,371,332,7,710,1.949e-11,0.0014,0.0014,0.0030995999999999997,0.0014,0.0014,0.315826,0.2826838,1.74e-05,1.490e-02,2.253e-09
1,1,1,1,492,51,163,7,710,1.949e-11,0.0014,0.0014,0.0014,0.0014,0.41865179999999996,0.04389,0.1390676,1.74e-05,1.489e-02,2.240e-09
1,32,1,1,440,234,1,7,710,1.949e-11,0.0014,0.027743800000000002,0.0014,0.0014,0.3744622,0.1994034,0.0014,1.74e-05,1.488e-02,2.216e-09
1,41,1,1,141,524,1,7,710,1.949e-11,0.0014,0.035392,0.0014,0.0014,0.120372,0.4458454,0.0014,1.74e-05,1.330e-02,2.262e-09
1,1,80,1,30,1,596,7,710,1.949e-11,0.0014,0.0014,0.06853420000000002,0.0014,0.0260442,0.0014,0.507031,1.74e-05,1.284e-02,2.328e-09
49,600,57,1,1,1,1,7,710,1.949e-11,0.042190399999999996,0.5104302,0.0489888,0.0014,0.0014,0.0014,0.0014,1.74e-05,1.343e-02,2.171e-09
8,1,281,1,417,1,1,7,710,1.949e-11,0.007348599999999999,0.0014,0.239344,0.0014,0.3549168,0.0014,0.0014,1.74e-05,1.405e-02,2.167e-09
14,293,1,399,1,1,1,7,710,1.949e-11,0.0124474,0.24954160000000003,0.0014,0.3396204,0.0014,0.0014,0.0014,1.74e-05,1.421e-02,2.112e-09
1,166,516,1,1,24,1,7,710,1.949e-11,0.0014,0.14161700000000002,0.43904699999999997,0.0014,0.0014,0.0209454,0.0014,1.74e-05,1.375e-02,2.153e-09
521,1,36,1,1,149,1,7,710,1.949e-11,0.443296,0.0014,0.031142999999999997,0.0014,0.0014,0.12717040000000002,0.0014,1.74e-05,1.463e-02,2.129e-09
44,256,1,1,406,1,1,7,710,1.949e-11,0.0379414,0.21809900000000002,0.0014,0.0014,0.34556899999999996,0.0014,0.0014,1.74e-05,1.374e-02,2.119e-09
409,1,1,251,1,1,46,7,710,1.949e-11,0.34811839999999994,0.0014,0.0014,0.21385,0.0014,0.0014,0.039640999999999996,1.74e-05,1.519e-02,2.089e-09
1,75,1,61,1,570,1,7,710,1.949e-11,0.0014,0.0642852,0.0014,0.052388,0.0014,0.4849362,0.0014,1.74e-05,1.295e-02,2.271e-09
1,275,1,1,6,425,1,7,710,1.949e-11,0.0014,0.23424520000000001,0.0014,0.0014,0.0056489999999999995,0.3617152,0.0014,1.74e-05,1.365e-02,2.178e-09
1,14,1,366,1,1,326,7,710,1.949e-11,0.0014,0.0124474,0.0014,0.311577,0.0014,0.0014,0.27758499999999997,1.74e-05,1.448e-02,2.209e-09
1,379,1,279,1,1,48,7,710,1.949e-11,0.0014,0.3226244,0.0014,0.23764440000000003,0.0014,0.0014,0.041340600000000005,1.74e-05,1.529e-02,2.098e-09
432,36,1,1,238,1,1,7,710,1.949e-11,0.3676638,0.031142999999999997,0.0014,0.0014,0.20280260000000003,0.0014,0.0014,1.74e-05,1.477e-02,2.097e-09
1,1,45,1,240,421,1,7,710,1.949e-11,0.0014,0.0014,0.0387912,0.0014,0.20450220000000002,0.35831599999999997,0.0014,1.74e-05,1.413e-02,2.212e-09
2,348,1,1,1,1,356,7,710,1.949e-11,0.0022498,0.2962806,0.0014,0.0014,0.0014,0.0014,0.30307899999999993,1.74e-05,1.389e-02,2.171e-09
1,39,1,338,329,1,1,7,710,1.949e-11,0.0014,0.0336924,0.0014,0.2877826,0.28013439999999995,0.0014,0.0014,1.74e-05,1.480e-02,2.147e-09
586,1,1,1,18,1,102,7,710,1.949e-11,0.49853299999999995,0.0014,0.0014,0.0014,0.015846600000000002,0.0014,0.08722980000000001,1.74e-05,1.421e-02,2.168e-09
25,1,659,1,22,1,1,7,710,1.949e-11,0.021795199999999997,0.0014,0.5605684,0.0014,0.0192458,0.0014,0.0014,1.74e-05,1.303e-02,2.267e-09
1,1,1,1,24,428,254,7,710,1.949e-11,0.0014,0.0014,0.0014,0.0014,0.0209454,0.3642646,0.21639940000000002,1.74e-05,1.501e-02,2.253e-09
533,1,35,138,1,1,1,7,710,1.949e-11,0.45349359999999994,0.0014,0.0302932,0.11782260000000001,0.0014,0.0014,0.0014,1.74e-05,1.460e-02,2.102e-09
1,1,168,50,1,1,488,7,710,1.949e-11,0.0014,0.0014,0.1433166,0.0430402,0.0014,0.0014,0.41525259999999997,1.74e-05,1.307e-02,2.241e-09
81,1,1,1,51,1,574,7,710,1.949e-11,0.069384,0.0014,0.0014,0.0014,0.04389,0.0014,0.48833540000000003,1.74e-05,1.283e-02,2.306e-09
124,50,1,1,1,532,1,7,710,1.949e-11,0.10592540000000002,0.0430402,0.0014,0.0014,0.0014,0.4526438,0.0014,1.74e-05,1.286e-02,2.227e-09
1,1,594,1,13,99,1,7,710,1.949e-11,0.0014,0.0014,0.5053314,0.0014,0.0115976,0.0846804,0.0014,1.74e-05,1.398e-02,2.235e-09
1,31,1,240,435,1,1,7,710,1.949e-11,0.0014,0.026893999999999998,0.0014,0.20450220000000002,0.37021319999999996,0.0014,0.0014,1.74e-05,1.398e-02,2.168e-09
1,1,225,477,1,4,1,7,710,1.949e-11,0.0014,0.0014,0.19175520000000001,0.40590479999999995,0.0014,0.0039494,0.0014,1.74e-05,1.392e-02,2.177e-09
1,1,1,9,629,68,1,7,710,1.949e-11,0.0014,0.0014,0.0014,0.0081984,0.5350744,0.058336599999999995,0.0014,1.74e-05,1.340e-02,2.321e-09
1,367,1,1,16,323,1,7,710,1.949e-11,0.0014,0.31242679999999995,0.0014,0.0014,0.014147,0.2750356,0.0014,1.74e-05,1.434e-02,2.133e-09
1,1,1,1,486,180,40,7,710,1.949e-11,0.0014,0.0014,0.0014,0.0014,0.413553,0.15351420000000002,0.0345422,1.74e-05,1.494e-02,2.228e-09
1,1,1,178,14,1,514,7,710,1.949e-11,0.0014,0.0014,0.0014,0.15181460000000002,0.0124474,0.0014,0.4373474,1.74e-05,1.325e-02,2.281e-09
1,1,498,1,1,35,173,7,710,1.949e-11,0.0014,0.0014,0.4237506,0.0014,0.0014,0.0302932,0.14756560000000002,1.74e-05,1.481e-02,2.184e-09
1,1,14,1,1,601,91,7,710,1.949e-11,0.0014,0.0014,0.0124474,0.0014,0.0014,0.51128,0.077882,1.74e-05,1.362e-02,2.340e-09
1,392,1,1,1,267,47,7,710,1.949e-11,0.0014,0.33367179999999996,0.0014,0.0014,0.0014,0.2274468,0.0404908,1.74e-05,1.495e-02,2.140e-09
4,1,656,1,1,1,46,7,710,1.949e-11,0.0039494,0.0014,0.558019,0.0014,0.0014,0.0014,0.039640999999999996,1.74e-05,1.336e-02,2.282e-09
15,530,1,1,161,1,1,7,710,1.949e-11,0.0132972,0.45094419999999996,0.0014,0.0014,0.137368,0.0014,0.0014,1.74e-05,1.453e-02,2.153e-09
256,1,1,420,1,1,30,7,710,1.949e-11,0.21809900000000002,0.0014,0.0014,0.35746619999999996,0.0014,0.0014,0.0260442,1.74e-05,1.409e-02,2.118e-09
1,313,340,53,1,1,1,7,710,1.949e-11,0.0014,0.2665376,0.28948219999999997,0.0455896,0.0014,0.0014,0.0014,1.74e-05,1.517e-02,2.089e-09
1,516,1,1,1,185,5,7,710,1.949e-11,0.0014,0.43904699999999997,0.0014,0.0014,0.0014,0.15776320000000002,0.0047992,1.74e-05,1.468e-02,2.169e-09
391,1,58,257,1,1,1,7,710,1.949e-11,0.332822,0.0014,0.049838600000000004,0.2189488,0.0014,0.0014,0.0014,1.74e-05,1.498e-02,2.070e-09
1,134,1,1,554,1,18,7,710,1.949e-11,0.0014,0.11442340000000001,0.0014,0.0014,0.47133939999999996,0.0014,0.015846600000000002,1.74e-05,1.327e-02,2.237e-09
