Stage1,Stage2,Stage3,Stages,Switches,Cap,Slew1,Slew2,Slew3,Ileak,MaxI,EndTime
1,10,109,3,120,10.198e-12,0.0014,0.0090482,0.09317840000000001,0.47e-6,3.629e-03,4.382e-09
10,1,109,3,120,10.198e-12,0.0090482,0.0014,0.09317840000000001,0.47e-6,3.626e-03,4.372e-09
109,10,1,3,120,10.198e-12,0.09317840000000001,0.0090482,0.0014,0.47e-6,3.634e-03,4.314e-09
108,11,1,3,120,10.198e-12,0.09232860000000001,0.009898,0.0014,0.47e-6,3.635e-03,4.291e-09
11,1,108,3,120,10.198e-12,0.009898,0.0014,0.09232860000000001,0.47e-6,3.627e-03,4.377e-09
11,108,1,3,120,10.198e-12,0.009898,0.09232860000000001,0.0014,0.47e-6,3.630e-03,4.313e-09
1,11,108,3,120,10.198e-12,0.0014,0.009898,0.09232860000000001,0.47e-6,3.631e-03,4.324e-09
1,108,11,3,120,10.198e-12,0.0014,0.09232860000000001,0.009898,0.47e-6,3.637e-03,4.330e-09
108,1,11,3,120,10.198e-12,0.09232860000000001,0.0014,0.009898,0.47e-6,3.635e-03,4.280e-09
107,1,12,3,120,10.198e-12,0.09147880000000001,0.0014,0.0107478,0.47e-6,3.636e-03,4.287e-09
1,12,107,3,120,10.198e-12,0.0014,0.0107478,0.09147880000000001,0.47e-6,3.630e-03,4.382e-09
107,12,1,3,120,10.198e-12,0.09147880000000001,0.0107478,0.0014,0.47e-6,3.639e-03,4.293e-09
12,107,1,3,120,10.198e-12,0.0107478,0.09147880000000001,0.0014,0.47e-6,3.631e-03,4.319e-09
1,107,12,3,120,10.198e-12,0.0014,0.09147880000000001,0.0107478,0.47e-6,3.639e-03,4.340e-09
12,1,107,3,120,10.198e-12,0.0107478,0.0014,0.09147880000000001,0.47e-6,3.629e-03,4.355e-09
1,106,13,3,120,10.198e-12,0.0014,0.090629,0.0115976,0.47e-6,3.640e-03,4.343e-09
1,13,106,3,120,10.198e-12,0.0014,0.0115976,0.090629,0.47e-6,3.632e-03,4.375e-09
106,13,1,3,120,10.198e-12,0.090629,0.0115976,0.0014,0.47e-6,3.639e-03,4.292e-09
106,1,13,3,120,10.198e-12,0.090629,0.0014,0.0115976,0.47e-6,3.640e-03,4.309e-09
13,1,106,3,120,10.198e-12,0.0115976,0.0014,0.090629,0.47e-6,3.630e-03,4.319e-09
13,106,1,3,120,10.198e-12,0.0115976,0.090629,0.0014,0.47e-6,3.629e-03,4.325e-09
14,1,105,3,120,10.198e-12,0.0124474,0.0014,0.0897792,0.47e-6,3.630e-03,4.315e-09
1,105,14,3,120,10.198e-12,0.0014,0.0897792,0.0124474,0.47e-6,3.641e-03,4.342e-09
105,14,1,3,120,10.198e-12,0.0897792,0.0124474,0.0014,0.47e-6,3.640e-03,4.277e-09
14,105,1,3,120,10.198e-12,0.0124474,0.0897792,0.0014,0.47e-6,3.633e-03,4.308e-09
105,1,14,3,120,10.198e-12,0.0897792,0.0014,0.0124474,0.47e-6,3.642e-03,4.306e-09
1,14,105,3,120,10.198e-12,0.0014,0.0124474,0.0897792,0.47e-6,3.634e-03,4.321e-09
104,1,15,3,120,10.198e-12,0.0889294,0.0014,0.0132972,0.47e-6,3.640e-03,4.287e-09
15,104,1,3,120,10.198e-12,0.0132972,0.0889294,0.0014,0.47e-6,3.632e-03,4.337e-09
1,15,104,3,120,10.198e-12,0.0014,0.0132972,0.0889294,0.47e-6,3.633e-03,4.378e-09
104,15,1,3,120,10.198e-12,0.0889294,0.0132972,0.0014,0.47e-6,3.643e-03,4.267e-09
15,1,104,3,120,10.198e-12,0.0132972,0.0014,0.0889294,0.47e-6,3.631e-03,4.322e-09
1,104,15,3,120,10.198e-12,0.0014,0.0889294,0.0132972,0.47e-6,3.640e-03,4.332e-09
16,103,1,3,120,10.198e-12,0.014147,0.08807960000000001,0.0014,0.47e-6,3.633e-03,4.294e-09
1,16,103,3,120,10.198e-12,0.0014,0.014147,0.08807960000000001,0.47e-6,3.634e-03,4.377e-09
103,16,1,3,120,10.198e-12,0.08807960000000001,0.014147,0.0014,0.47e-6,3.645e-03,4.268e-09
16,1,103,3,120,10.198e-12,0.014147,0.0014,0.08807960000000001,0.47e-6,3.630e-03,4.371e-09
1,103,16,3,120,10.198e-12,0.0014,0.08807960000000001,0.014147,0.47e-6,3.642e-03,4.333e-09
103,1,16,3,120,10.198e-12,0.08807960000000001,0.0014,0.014147,0.47e-6,3.642e-03,4.279e-09
102,1,17,3,120,10.198e-12,0.08722980000000001,0.0014,0.014996800000000001,0.47e-6,3.647e-03,4.314e-09
17,1,102,3,120,10.198e-12,0.014996800000000001,0.0014,0.08722980000000001,0.47e-6,3.633e-03,4.334e-09
102,17,1,3,120,10.198e-12,0.08722980000000001,0.014996800000000001,0.0014,0.47e-6,3.645e-03,4.272e-09
17,102,1,3,120,10.198e-12,0.014996800000000001,0.08722980000000001,0.0014,0.47e-6,3.635e-03,4.323e-09
1,17,102,3,120,10.198e-12,0.0014,0.014996800000000001,0.08722980000000001,0.47e-6,3.634e-03,4.376e-09
1,102,17,3,120,10.198e-12,0.0014,0.08722980000000001,0.014996800000000001,0.47e-6,3.643e-03,4.325e-09
101,1,18,3,120,10.198e-12,0.08638000000000001,0.0014,0.015846600000000002,0.47e-6,3.647e-03,4.282e-09
18,101,1,3,120,10.198e-12,0.015846600000000002,0.08638000000000001,0.0014,0.47e-6,3.635e-03,4.337e-09
1,101,18,3,120,10.198e-12,0.0014,0.08638000000000001,0.015846600000000002,0.47e-6,3.645e-03,4.321e-09
101,18,1,3,120,10.198e-12,0.08638000000000001,0.015846600000000002,0.0014,0.47e-6,3.648e-03,4.305e-09
18,1,101,3,120,10.198e-12,0.015846600000000002,0.0014,0.08638000000000001,0.47e-6,3.631e-03,4.362e-09
1,18,101,3,120,10.198e-12,0.0014,0.015846600000000002,0.08638000000000001,0.47e-6,3.635e-03,4.375e-09
