Stage1,Stage2,Stage3,Stage4,Stage5,Stage6,Stage7,Stages,Switches,Cap,Slew1,Slew2,Slew3,Slew4,Slew5,Slew6,Slew7,Ileak,MaxI,EndTime
4,37,57,1,7,53,1,7,160,1.949e-11,0.0039494,0.0319928,0.0489888,0.0014,0.006498799999999999,0.0455896,0.0014,1.74e-05,4.971e-03,6.050e-09
66,1,11,27,1,53,1,7,160,1.949e-11,0.056637,0.0014,0.009898,0.0234948,0.0014,0.0455896,0.0014,1.74e-05,4.958e-03,6.031e-09
78,46,2,16,1,16,1,7,160,1.949e-11,0.06683460000000001,0.039640999999999996,0.0022498,0.014147,0.0014,0.014147,0.0014,1.74e-05,4.965e-03,5.970e-09
19,63,3,1,64,9,1,7,160,1.949e-11,0.0166964,0.0540876,0.0030995999999999997,0.0014,0.0549374,0.0081984,0.0014,1.74e-05,4.972e-03,5.994e-09
50,48,1,9,1,50,1,7,160,1.949e-11,0.0430402,0.041340600000000005,0.0014,0.0081984,0.0014,0.0430402,0.0014,1.74e-05,4.955e-03,6.004e-09
1,65,1,59,31,1,2,7,160,1.949e-11,0.0014,0.0557872,0.0014,0.0506884,0.026893999999999998,0.0014,0.0022498,1.74e-05,4.995e-03,6.021e-09
40,44,2,1,40,1,32,7,160,1.949e-11,0.0345422,0.0379414,0.0022498,0.0014,0.0345422,0.0014,0.027743800000000002,1.74e-05,4.965e-03,5.996e-09
67,1,1,63,15,11,2,7,160,1.949e-11,0.0574868,0.0014,0.0014,0.0540876,0.0132972,0.009898,0.0022498,1.74e-05,4.982e-03,6.015e-09
97,2,1,27,17,1,15,7,160,1.949e-11,0.08298080000000001,0.0022498,0.0014,0.0234948,0.014996800000000001,0.0014,0.0132972,1.74e-05,4.958e-03,6.008e-09
5,11,49,2,91,1,1,7,160,1.949e-11,0.0047992,0.009898,0.042190399999999996,0.0022498,0.077882,0.0014,0.0014,1.74e-05,4.955e-03,6.056e-09
22,1,75,5,1,3,53,7,160,1.949e-11,0.0192458,0.0014,0.0642852,0.0047992,0.0014,0.0030995999999999997,0.0455896,1.74e-05,4.956e-03,6.059e-09
1,4,7,46,39,62,1,7,160,1.949e-11,0.0014,0.0039494,0.006498799999999999,0.039640999999999996,0.0336924,0.0532378,0.0014,1.74e-05,4.989e-03,6.082e-09
1,1,3,38,16,28,73,7,160,1.949e-11,0.0014,0.0014,0.0030995999999999997,0.0328426,0.014147,0.0243446,0.0625856,1.74e-05,4.975e-03,6.119e-09
45,1,24,6,4,79,1,7,160,1.949e-11,0.0387912,0.0014,0.0209454,0.0056489999999999995,0.0039494,0.0676844,0.0014,1.74e-05,4.945e-03,6.035e-09
1,20,12,99,26,1,1,7,160,1.949e-11,0.0014,0.017546199999999998,0.0107478,0.0846804,0.022645,0.0014,0.0014,1.74e-05,4.972e-03,5.996e-09
75,1,31,43,1,4,5,7,160,1.949e-11,0.0642852,0.0014,0.026893999999999998,0.0370916,0.0014,0.0039494,0.0047992,1.74e-05,4.970e-03,5.969e-09
1,15,10,2,13,1,118,7,160,1.949e-11,0.0014,0.0132972,0.0090482,0.0022498,0.0115976,0.0014,0.1008266,1.74e-05,4.928e-03,6.159e-09
39,1,2,14,90,13,1,7,160,1.949e-11,0.0336924,0.0014,0.0022498,0.0124474,0.07703220000000001,0.0115976,0.0014,1.74e-05,4.960e-03,6.044e-09
38,1,50,62,4,4,1,7,160,1.949e-11,0.0328426,0.0014,0.0430402,0.0532378,0.0039494,0.0039494,0.0014,1.74e-05,4.986e-03,5.948e-09
1,104,15,4,1,17,18,7,160,1.949e-11,0.0014,0.0889294,0.0132972,0.0039494,0.0014,0.014996800000000001,0.015846600000000002,1.74e-05,4.967e-03,5.992e-09
1,36,44,1,24,50,4,7,160,1.949e-11,0.0014,0.031142999999999997,0.0379414,0.0014,0.0209454,0.0430402,0.0039494,1.74e-05,4.979e-03,6.043e-09
50,1,1,12,1,24,71,7,160,1.949e-11,0.0430402,0.0014,0.0014,0.0107478,0.0014,0.0209454,0.060885999999999996,1.74e-05,4.947e-03,6.073e-09
1,1,6,39,20,4,89,7,160,1.949e-11,0.0014,0.0014,0.0056489999999999995,0.0336924,0.017546199999999998,0.0039494,0.0761824,1.74e-05,4.956e-03,6.106e-09
7,4,57,25,1,1,65,7,160,1.949e-11,0.006498799999999999,0.0039494,0.0489888,0.021795199999999997,0.0014,0.0014,0.0557872,1.74e-05,4.957e-03,6.083e-09
1,1,56,9,82,1,10,7,160,1.949e-11,0.0014,0.0014,0.048138999999999994,0.0081984,0.0702338,0.0014,0.0090482,1.74e-05,4.976e-03,6.032e-09
29,1,12,1,84,31,2,7,160,1.949e-11,0.0251944,0.0014,0.0107478,0.0014,0.07193340000000001,0.026893999999999998,0.0022498,1.74e-05,4.977e-03,6.068e-09
1,71,23,4,1,14,46,7,160,1.949e-11,0.0014,0.060885999999999996,0.020095599999999998,0.0039494,0.0014,0.0124474,0.039640999999999996,1.74e-05,4.960e-03,6.006e-09
20,1,91,9,36,2,1,7,160,1.949e-11,0.017546199999999998,0.0014,0.077882,0.0081984,0.031142999999999997,0.0022498,0.0014,1.74e-05,4.988e-03,5.998e-09
62,1,2,28,1,29,37,7,160,1.949e-11,0.0532378,0.0014,0.0022498,0.0243446,0.0014,0.0251944,0.0319928,1.74e-05,4.967e-03,6.011e-09
60,52,1,36,9,1,1,7,160,1.949e-11,0.0515382,0.044739799999999996,0.0014,0.031142999999999997,0.0081984,0.0014,0.0014,1.74e-05,4.970e-03,5.989e-09
42,4,38,1,34,1,40,7,160,1.949e-11,0.0362418,0.0039494,0.0328426,0.0014,0.029443399999999998,0.0014,0.0345422,1.74e-05,4.963e-03,6.046e-09
22,75,27,2,32,1,1,7,160,1.949e-11,0.0192458,0.0642852,0.0234948,0.0022498,0.027743800000000002,0.0014,0.0014,1.74e-05,4.980e-03,5.992e-09
1,3,1,83,31,18,23,7,160,1.949e-11,0.0014,0.0030995999999999997,0.0014,0.07108360000000001,0.026893999999999998,0.015846600000000002,0.020095599999999998,1.74e-05,5.002e-03,6.073e-09
3,9,108,1,32,6,1,7,160,1.949e-11,0.0030995999999999997,0.0081984,0.09232860000000001,0.0014,0.027743800000000002,0.0056489999999999995,0.0014,1.74e-05,4.977e-03,6.051e-09
1,16,5,83,3,51,1,7,160,1.949e-11,0.0014,0.014147,0.0047992,0.07108360000000001,0.0030995999999999997,0.04389,0.0014,1.74e-05,4.986e-03,6.077e-09
46,4,49,1,53,6,1,7,160,1.949e-11,0.039640999999999996,0.0039494,0.042190399999999996,0.0014,0.0455896,0.0056489999999999995,0.0014,1.74e-05,4.980e-03,5.984e-09
3,1,9,45,48,1,53,7,160,1.949e-11,0.0030995999999999997,0.0014,0.0081984,0.0387912,0.041340600000000005,0.0014,0.0455896,1.74e-05,4.983e-03,6.099e-09
1,5,47,49,1,6,51,7,160,1.949e-11,0.0014,0.0047992,0.0404908,0.042190399999999996,0.0014,0.0056489999999999995,0.04389,1.74e-05,4.972e-03,6.073e-09
23,1,1,3,46,13,73,7,160,1.949e-11,0.020095599999999998,0.0014,0.0014,0.0030995999999999997,0.039640999999999996,0.0115976,0.0625856,1.74e-05,4.963e-03,6.111e-09
30,1,5,95,23,5,1,7,160,1.949e-11,0.0260442,0.0014,0.0047992,0.08128120000000001,0.020095599999999998,0.0047992,0.0014,1.74e-05,4.971e-03,5.997e-09
1,27,36,3,41,1,51,7,160,1.949e-11,0.0014,0.0234948,0.031142999999999997,0.0030995999999999997,0.035392,0.0014,0.04389,1.74e-05,4.970e-03,6.071e-09
4,26,3,38,87,1,1,7,160,1.949e-11,0.0039494,0.022645,0.0030995999999999997,0.0328426,0.07448280000000002,0.0014,0.0014,1.74e-05,4.962e-03,6.033e-09
22,47,1,1,30,4,55,7,160,1.949e-11,0.0192458,0.0404908,0.0014,0.0014,0.0260442,0.0039494,0.0472892,1.74e-05,4.956e-03,6.041e-09
32,51,15,1,4,56,1,7,160,1.949e-11,0.027743800000000002,0.04389,0.0132972,0.0014,0.0039494,0.048138999999999994,0.0014,1.74e-05,4.956e-03,5.956e-09
37,2,24,1,92,1,3,7,160,1.949e-11,0.0319928,0.0022498,0.0209454,0.0014,0.0787318,0.0014,0.0030995999999999997,1.74e-05,4.948e-03,6.036e-09
3,84,20,46,1,5,1,7,160,1.949e-11,0.0030995999999999997,0.07193340000000001,0.017546199999999998,0.039640999999999996,0.0014,0.0047992,0.0014,1.74e-05,4.985e-03,5.985e-09
16,1,53,1,4,34,51,7,160,1.949e-11,0.014147,0.0014,0.0455896,0.0014,0.0039494,0.029443399999999998,0.04389,1.74e-05,4.974e-03,6.079e-09
1,26,67,38,23,1,4,7,160,1.949e-11,0.0014,0.022645,0.0574868,0.0328426,0.020095599999999998,0.0014,0.0039494,1.74e-05,4.995e-03,5.991e-09
53,3,1,17,1,84,1,7,160,1.949e-11,0.0455896,0.0030995999999999997,0.0014,0.014996800000000001,0.0014,0.07193340000000001,0.0014,1.74e-05,4.940e-03,6.066e-09
88,38,4,5,23,1,1,7,160,1.949e-11,0.0753326,0.0328426,0.0039494,0.0047992,0.020095599999999998,0.0014,0.0014,1.74e-05,4.964e-03,5.926e-09
100,1,15,3,26,14,1,7,160,1.949e-11,0.08553020000000001,0.0014,0.0132972,0.0030995999999999997,0.022645,0.0124474,0.0014,1.74e-05,4.969e-03,5.992e-09
1,1,6,61,78,1,12,7,160,1.949e-11,0.0014,0.0014,0.0056489999999999995,0.052388,0.06683460000000001,0.0014,0.0107478,1.74e-05,4.988e-03,6.082e-09
15,108,1,3,1,17,15,7,160,1.949e-11,0.0132972,0.09232860000000001,0.0014,0.0030995999999999997,0.0014,0.014996800000000001,0.0132972,1.74e-05,4.963e-03,5.993e-09
7,48,19,1,4,1,80,7,160,1.949e-11,0.006498799999999999,0.041340600000000005,0.0166964,0.0014,0.0039494,0.0014,0.06853420000000002,1.74e-05,4.937e-03,6.033e-09
27,75,35,1,1,19,2,7,160,1.949e-11,0.0234948,0.0642852,0.0302932,0.0014,0.0014,0.0166964,0.0022498,1.74e-05,4.974e-03,6.003e-09
9,37,1,1,92,16,4,7,160,1.949e-11,0.0081984,0.0319928,0.0014,0.0014,0.0787318,0.014147,0.0039494,1.74e-05,4.962e-03,6.073e-09
1,39,52,3,31,33,1,7,160,1.949e-11,0.0014,0.0336924,0.044739799999999996,0.0030995999999999997,0.026893999999999998,0.0285936,0.0014,1.74e-05,4.991e-03,6.023e-09
14,1,26,10,3,105,1,7,160,1.949e-11,0.0124474,0.0014,0.022645,0.0090482,0.0030995999999999997,0.0897792,0.0014,1.74e-05,4.939e-03,6.103e-09
31,1,99,15,4,9,1,7,160,1.949e-11,0.026893999999999998,0.0014,0.0846804,0.0132972,0.0039494,0.0081984,0.0014,1.74e-05,4.973e-03,6.020e-09
53,31,4,1,44,26,1,7,160,1.949e-11,0.0455896,0.026893999999999998,0.0039494,0.0014,0.0379414,0.022645,0.0014,1.74e-05,4.982e-03,5.971e-09
4,40,9,45,1,1,60,7,160,1.949e-11,0.0039494,0.0345422,0.0081984,0.0387912,0.0014,0.0014,0.0515382,1.74e-05,4.958e-03,6.074e-09
1,91,1,3,15,40,9,7,160,1.949e-11,0.0014,0.077882,0.0014,0.0030995999999999997,0.0132972,0.0345422,0.0081984,1.74e-05,4.978e-03,6.004e-09
4,18,1,20,86,30,1,7,160,1.949e-11,0.0039494,0.015846600000000002,0.0014,0.017546199999999998,0.07363300000000002,0.0260442,0.0014,1.74e-05,4.982e-03,6.018e-09
1,1,53,4,6,40,55,7,160,1.949e-11,0.0014,0.0014,0.0455896,0.0039494,0.0056489999999999995,0.0345422,0.0472892,1.74e-05,4.981e-03,6.092e-09
2,32,55,36,1,1,33,7,160,1.949e-11,0.0022498,0.027743800000000002,0.0472892,0.031142999999999997,0.0014,0.0014,0.0285936,1.74e-05,4.972e-03,5.977e-09
36,60,14,1,3,45,1,7,160,1.949e-11,0.031142999999999997,0.0515382,0.0124474,0.0014,0.0030995999999999997,0.0387912,0.0014,1.74e-05,4.958e-03,6.018e-09
1,2,93,1,19,1,43,7,160,1.949e-11,0.0014,0.0022498,0.07958160000000002,0.0014,0.0166964,0.0014,0.0370916,1.74e-05,4.972e-03,6.080e-09
31,17,2,1,25,1,83,7,160,1.949e-11,0.026893999999999998,0.014996800000000001,0.0022498,0.0014,0.021795199999999997,0.0014,0.07108360000000001,1.74e-05,4.940e-03,6.095e-09
3,30,1,30,90,5,1,7,160,1.949e-11,0.0030995999999999997,0.0260442,0.0014,0.0260442,0.07703220000000001,0.0047992,0.0014,1.74e-05,4.963e-03,6.071e-09
40,1,1,20,1,74,23,7,160,1.949e-11,0.0345422,0.0014,0.0014,0.017546199999999998,0.0014,0.0634354,0.020095599999999998,1.74e-05,4.968e-03,6.017e-09
3,50,74,1,7,24,1,7,160,1.949e-11,0.0030995999999999997,0.0430402,0.0634354,0.0014,0.006498799999999999,0.0209454,0.0014,1.74e-05,4.985e-03,5.992e-09
2,36,38,1,71,11,1,7,160,1.949e-11,0.0022498,0.031142999999999997,0.0328426,0.0014,0.060885999999999996,0.009898,0.0014,1.74e-05,4.977e-03,6.051e-09
29,4,19,1,74,32,1,7,160,1.949e-11,0.0251944,0.0039494,0.0166964,0.0014,0.0634354,0.027743800000000002,0.0014,1.74e-05,4.984e-03,6.050e-09
39,1,45,4,18,52,1,7,160,1.949e-11,0.0336924,0.0014,0.0387912,0.0039494,0.015846600000000002,0.044739799999999996,0.0014,1.74e-05,4.969e-03,5.977e-09
81,8,4,1,58,7,1,7,160,1.949e-11,0.069384,0.007348599999999999,0.0039494,0.0014,0.049838600000000004,0.006498799999999999,0.0014,1.74e-05,4.964e-03,5.975e-09
25,56,4,1,1,1,72,7,160,1.949e-11,0.021795199999999997,0.048138999999999994,0.0039494,0.0014,0.0014,0.0014,0.0617358,1.74e-05,4.935e-03,6.028e-09
13,1,1,1,59,17,68,7,160,1.949e-11,0.0115976,0.0014,0.0014,0.0014,0.0506884,0.014996800000000001,0.058336599999999995,1.74e-05,4.977e-03,6.108e-09
1,10,92,2,1,22,32,7,160,1.949e-11,0.0014,0.0090482,0.0787318,0.0022498,0.0014,0.0192458,0.027743800000000002,1.74e-05,4.979e-03,6.038e-09
27,28,30,70,3,1,1,7,160,1.949e-11,0.0234948,0.0243446,0.0260442,0.060036200000000005,0.0030995999999999997,0.0014,0.0014,1.74e-05,4.978e-03,5.981e-09
1,60,1,2,49,27,20,7,160,1.949e-11,0.0014,0.0515382,0.0014,0.0022498,0.042190399999999996,0.0234948,0.017546199999999998,1.74e-05,4.994e-03,6.045e-09
1,3,41,66,1,11,37,7,160,1.949e-11,0.0014,0.0030995999999999997,0.035392,0.056637,0.0014,0.009898,0.0319928,1.74e-05,4.984e-03,6.066e-09
4,74,7,34,1,39,1,7,160,1.949e-11,0.0039494,0.0634354,0.006498799999999999,0.029443399999999998,0.0014,0.0336924,0.0014,1.74e-05,4.976e-03,6.021e-09
32,8,1,1,108,2,8,7,160,1.949e-11,0.027743800000000002,0.007348599999999999,0.0014,0.0014,0.09232860000000001,0.0022498,0.007348599999999999,1.74e-05,4.939e-03,6.079e-09
1,64,3,33,2,56,1,7,160,1.949e-11,0.0014,0.0549374,0.0030995999999999997,0.0285936,0.0022498,0.048138999999999994,0.0014,1.74e-05,4.970e-03,6.037e-09
1,90,5,37,1,21,5,7,160,1.949e-11,0.0014,0.07703220000000001,0.0047992,0.0319928,0.0014,0.018396,0.0047992,1.74e-05,4.983e-03,5.997e-09
1,56,2,64,4,32,1,7,160,1.949e-11,0.0014,0.048138999999999994,0.0022498,0.0549374,0.0039494,0.027743800000000002,0.0014,1.74e-05,4.989e-03,6.047e-09
1,60,24,2,3,69,1,7,160,1.949e-11,0.0014,0.0515382,0.0209454,0.0022498,0.0030995999999999997,0.0591864,0.0014,1.74e-05,4.957e-03,6.024e-09
17,3,41,1,16,1,81,7,160,1.949e-11,0.014996800000000001,0.0030995999999999997,0.035392,0.0014,0.014147,0.0014,0.069384,1.74e-05,4.946e-03,6.076e-09
21,63,12,3,1,59,1,7,160,1.949e-11,0.018396,0.0540876,0.0107478,0.0030995999999999997,0.0014,0.0506884,0.0014,1.74e-05,4.956e-03,6.023e-09
1,36,1,4,33,26,59,7,160,1.949e-11,0.0014,0.031142999999999997,0.0014,0.0039494,0.0285936,0.022645,0.0506884,1.74e-05,4.975e-03,6.081e-09
12,20,3,1,77,46,1,7,160,1.949e-11,0.0107478,0.017546199999999998,0.0030995999999999997,0.0014,0.06598480000000001,0.039640999999999996,0.0014,1.74e-05,4.987e-03,6.046e-09
125,1,1,1,5,15,12,7,160,1.949e-11,0.10677520000000001,0.0014,0.0014,0.0014,0.0047992,0.0132972,0.0107478,1.74e-05,4.946e-03,5.975e-09
37,61,16,1,2,42,1,7,160,1.949e-11,0.0319928,0.052388,0.014147,0.0014,0.0022498,0.0362418,0.0014,1.74e-05,4.961e-03,5.998e-09
1,15,47,12,80,4,1,7,160,1.949e-11,0.0014,0.0132972,0.0404908,0.0107478,0.06853420000000002,0.0039494,0.0014,1.74e-05,4.969e-03,5.999e-09
1,68,3,55,17,1,15,7,160,1.949e-11,0.0014,0.058336599999999995,0.0030995999999999997,0.0472892,0.014996800000000001,0.0014,0.0132972,1.74e-05,4.982e-03,5.976e-09
7,13,1,1,127,3,8,7,160,1.949e-11,0.006498799999999999,0.0115976,0.0014,0.0014,0.10847480000000001,0.0030995999999999997,0.007348599999999999,1.74e-05,4.936e-03,6.079e-09
3,1,10,25,1,108,12,7,160,1.949e-11,0.0030995999999999997,0.0014,0.0090482,0.021795199999999997,0.0014,0.09232860000000001,0.0107478,1.74e-05,4.953e-03,6.095e-09
21,74,1,1,16,43,4,7,160,1.949e-11,0.018396,0.0634354,0.0014,0.0014,0.014147,0.0370916,0.0039494,1.74e-05,4.970e-03,5.979e-09
38,48,2,1,10,60,1,7,160,1.949e-11,0.0328426,0.041340600000000005,0.0022498,0.0014,0.0090482,0.0515382,0.0014,1.74e-05,4.955e-03,6.013e-09
17,56,1,2,46,1,37,7,160,1.949e-11,0.014996800000000001,0.048138999999999994,0.0014,0.0022498,0.039640999999999996,0.0014,0.0319928,1.74e-05,4.969e-03,6.020e-09
4,1,60,51,17,26,1,7,160,1.949e-11,0.0039494,0.0014,0.0515382,0.04389,0.014996800000000001,0.022645,0.0014,1.74e-05,5.003e-03,6.047e-09
3,47,1,86,13,1,9,7,160,1.949e-11,0.0030995999999999997,0.0404908,0.0014,0.07363300000000002,0.0115976,0.0014,0.0081984,1.74e-05,4.978e-03,6.015e-09
3,72,29,45,9,1,1,7,160,1.949e-11,0.0030995999999999997,0.0617358,0.0251944,0.0387912,0.0081984,0.0014,0.0014,1.74e-05,4.988e-03,5.985e-09
1,1,80,2,21,11,44,7,160,1.949e-11,0.0014,0.0014,0.06853420000000002,0.0022498,0.018396,0.009898,0.0379414,1.74e-05,4.977e-03,6.012e-09
15,1,59,1,4,55,25,7,160,1.949e-11,0.0132972,0.0014,0.0506884,0.0014,0.0039494,0.0472892,0.021795199999999997,1.74e-05,4.988e-03,6.010e-09
55,37,1,1,15,4,47,7,160,1.949e-11,0.0472892,0.0319928,0.0014,0.0014,0.0132972,0.0039494,0.0404908,1.74e-05,4.945e-03,6.033e-09
34,1,26,1,6,88,4,7,160,1.949e-11,0.029443399999999998,0.0014,0.022645,0.0014,0.0056489999999999995,0.0753326,0.0039494,1.74e-05,4.944e-03,6.066e-09
7,2,1,1,54,7,88,7,160,1.949e-11,0.006498799999999999,0.0022498,0.0014,0.0014,0.0464394,0.006498799999999999,0.0753326,1.74e-05,4.961e-03,6.130e-09
1,1,3,51,24,3,77,7,160,1.949e-11,0.0014,0.0014,0.0030995999999999997,0.04389,0.0209454,0.0030995999999999997,0.06598480000000001,1.74e-05,4.965e-03,6.120e-09
37,1,65,4,20,1,32,7,160,1.949e-11,0.0319928,0.0014,0.0557872,0.0039494,0.017546199999999998,0.0014,0.027743800000000002,1.74e-05,4.966e-03,6.006e-09
26,23,80,1,25,1,4,7,160,1.949e-11,0.022645,0.020095599999999998,0.06853420000000002,0.0014,0.021795199999999997,0.0014,0.0039494,1.74e-05,4.980e-03,5.977e-09
1,79,1,58,12,4,5,7,160,1.949e-11,0.0014,0.0676844,0.0014,0.049838600000000004,0.0107478,0.0039494,0.0047992,1.74e-05,4.986e-03,5.987e-09
5,1,96,50,3,1,4,7,160,1.949e-11,0.0047992,0.0014,0.082131,0.0430402,0.0030995999999999997,0.0014,0.0039494,1.74e-05,4.987e-03,5.984e-09
1,34,53,25,42,4,1,7,160,1.949e-11,0.0014,0.029443399999999998,0.0455896,0.021795199999999997,0.0362418,0.0039494,0.0014,1.74e-05,4.998e-03,5.982e-09
49,1,8,1,9,88,4,7,160,1.949e-11,0.042190399999999996,0.0014,0.007348599999999999,0.0014,0.0081984,0.0753326,0.0039494,1.74e-05,4.941e-03,6.054e-09
52,21,4,1,76,5,1,7,160,1.949e-11,0.044739799999999996,0.018396,0.0039494,0.0014,0.06513500000000001,0.0047992,0.0014,1.74e-05,4.955e-03,6.023e-09
61,1,5,1,4,40,48,7,160,1.949e-11,0.052388,0.0014,0.0047992,0.0014,0.0039494,0.0345422,0.041340600000000005,1.74e-05,4.964e-03,6.055e-09
1,48,31,42,1,35,2,7,160,1.949e-11,0.0014,0.041340600000000005,0.026893999999999998,0.0362418,0.0014,0.0302932,0.0022498,1.74e-05,4.986e-03,5.982e-09
38,25,27,4,1,64,1,7,160,1.949e-11,0.0328426,0.021795199999999997,0.0234948,0.0039494,0.0014,0.0549374,0.0014,1.74e-05,4.952e-03,6.040e-09
1,35,1,4,72,38,9,7,160,1.949e-11,0.0014,0.0302932,0.0014,0.0039494,0.0617358,0.0328426,0.0081984,1.74e-05,4.997e-03,6.070e-09
85,23,39,2,9,1,1,7,160,1.949e-11,0.0727832,0.020095599999999998,0.0336924,0.0022498,0.0081984,0.0014,0.0014,1.74e-05,4.964e-03,5.960e-09
1,22,2,35,1,53,46,7,160,1.949e-11,0.0014,0.0192458,0.0022498,0.0302932,0.0014,0.0455896,0.039640999999999996,1.74e-05,4.992e-03,6.093e-09
1,93,17,1,1,28,19,7,160,1.949e-11,0.0014,0.07958160000000002,0.014996800000000001,0.0014,0.0014,0.0243446,0.0166964,1.74e-05,4.974e-03,6.003e-09
1,16,1,10,49,4,79,7,160,1.949e-11,0.0014,0.014147,0.0014,0.0090482,0.042190399999999996,0.0039494,0.0676844,1.74e-05,4.964e-03,6.121e-09
30,21,35,71,1,1,1,7,160,1.949e-11,0.0260442,0.018396,0.0302932,0.060885999999999996,0.0014,0.0014,0.0014,1.74e-05,4.977e-03,5.977e-09
1,1,30,103,2,13,10,7,160,1.949e-11,0.0014,0.0014,0.0260442,0.08807960000000001,0.0022498,0.0115976,0.0090482,1.74e-05,4.973e-03,6.066e-09
3,37,1,1,28,35,55,7,160,1.949e-11,0.0030995999999999997,0.0319928,0.0014,0.0014,0.0243446,0.0302932,0.0472892,1.74e-05,4.979e-03,6.075e-09
1,1,59,4,50,1,44,7,160,1.949e-11,0.0014,0.0014,0.0506884,0.0039494,0.0430402,0.0014,0.0379414,1.74e-05,4.982e-03,6.074e-09
23,1,1,57,43,33,2,7,160,1.949e-11,0.020095599999999998,0.0014,0.0014,0.0489888,0.0370916,0.0285936,0.0022498,1.74e-05,5.002e-03,6.052e-09
1,73,2,52,6,1,25,7,160,1.949e-11,0.0014,0.0625856,0.0022498,0.044739799999999996,0.0056489999999999995,0.0014,0.021795199999999997,1.74e-05,4.973e-03,6.042e-09
96,1,32,22,4,4,1,7,160,1.949e-11,0.082131,0.0014,0.027743800000000002,0.0192458,0.0039494,0.0039494,0.0014,1.74e-05,4.966e-03,5.988e-09
22,79,1,3,1,40,14,7,160,1.949e-11,0.0192458,0.0676844,0.0014,0.0030995999999999997,0.0014,0.0345422,0.0124474,1.74e-05,4.972e-03,6.013e-09
8,1,4,1,75,54,17,7,160,1.949e-11,0.007348599999999999,0.0014,0.0039494,0.0014,0.0642852,0.0464394,0.014996800000000001,1.74e-05,5.003e-03,6.064e-09
25,8,1,1,73,49,3,7,160,1.949e-11,0.021795199999999997,0.007348599999999999,0.0014,0.0014,0.0625856,0.042190399999999996,0.0030995999999999997,1.74e-05,4.989e-03,6.017e-09
3,32,76,1,16,31,1,7,160,1.949e-11,0.0030995999999999997,0.027743800000000002,0.06513500000000001,0.0014,0.014147,0.026893999999999998,0.0014,1.74e-05,4.987e-03,6.042e-09
27,77,1,14,3,1,37,7,160,1.949e-11,0.0234948,0.06598480000000001,0.0014,0.0124474,0.0030995999999999997,0.0014,0.0319928,1.74e-05,4.951e-03,5.991e-09
1,29,1,65,2,59,3,7,160,1.949e-11,0.0014,0.0251944,0.0014,0.0557872,0.0022498,0.0506884,0.0030995999999999997,1.74e-05,4.981e-03,6.068e-09
1,16,29,1,2,98,13,7,160,1.949e-11,0.0014,0.014147,0.0251944,0.0014,0.0022498,0.0838306,0.0115976,1.74e-05,4.954e-03,6.051e-09
79,4,1,26,43,6,1,7,160,1.949e-11,0.0676844,0.0039494,0.0014,0.022645,0.0370916,0.0056489999999999995,0.0014,1.74e-05,4.978e-03,6.012e-09
22,1,1,14,30,91,1,7,160,1.949e-11,0.0192458,0.0014,0.0014,0.0124474,0.0260442,0.077882,0.0014,1.74e-05,4.955e-03,6.100e-09
29,4,1,4,1,54,67,7,160,1.949e-11,0.0251944,0.0039494,0.0014,0.0039494,0.0014,0.0464394,0.0574868,1.74e-05,4.969e-03,6.110e-09
4,1,1,20,10,95,29,7,160,1.949e-11,0.0039494,0.0014,0.0014,0.017546199999999998,0.0090482,0.08128120000000001,0.0251944,1.74e-05,4.973e-03,6.124e-09
1,4,75,1,17,19,43,7,160,1.949e-11,0.0014,0.0039494,0.0642852,0.0014,0.014996800000000001,0.0166964,0.0370916,1.74e-05,4.979e-03,6.073e-09
5,7,24,110,1,12,1,7,160,1.949e-11,0.0047992,0.006498799999999999,0.0209454,0.09402820000000002,0.0014,0.0107478,0.0014,1.74e-05,4.957e-03,6.033e-09
18,84,3,3,1,1,50,7,160,1.949e-11,0.015846600000000002,0.07193340000000001,0.0030995999999999997,0.0030995999999999997,0.0014,0.0014,0.0430402,1.74e-05,4.945e-03,6.039e-09
10,1,1,66,3,78,1,7,160,1.949e-11,0.0090482,0.0014,0.0014,0.056637,0.0030995999999999997,0.06683460000000001,0.0014,1.74e-05,4.968e-03,6.036e-09
13,1,1,61,3,3,78,7,160,1.949e-11,0.0115976,0.0014,0.0014,0.052388,0.0030995999999999997,0.0030995999999999997,0.06683460000000001,1.74e-05,4.957e-03,6.099e-09
1,1,32,10,2,103,11,7,160,1.949e-11,0.0014,0.0014,0.027743800000000002,0.0090482,0.0022498,0.08807960000000001,0.009898,1.74e-05,4.952e-03,6.074e-09
48,16,1,1,2,17,75,7,160,1.949e-11,0.041340600000000005,0.014147,0.0014,0.0014,0.0022498,0.014996800000000001,0.0642852,1.74e-05,4.940e-03,6.077e-09
32,56,9,57,1,1,4,7,160,1.949e-11,0.027743800000000002,0.048138999999999994,0.0081984,0.0489888,0.0014,0.0014,0.0039494,1.74e-05,4.975e-03,5.996e-09
1,6,3,48,18,83,1,7,160,1.949e-11,0.0014,0.0056489999999999995,0.0030995999999999997,0.041340600000000005,0.015846600000000002,0.07108360000000001,0.0014,1.74e-05,4.969e-03,6.103e-09
32,39,15,1,1,4,68,7,160,1.949e-11,0.027743800000000002,0.0336924,0.0132972,0.0014,0.0014,0.0039494,0.058336599999999995,1.74e-05,4.938e-03,6.042e-09
82,1,1,20,39,16,1,7,160,1.949e-11,0.0702338,0.0014,0.0014,0.017546199999999998,0.0336924,0.014147,0.0014,1.74e-05,4.982e-03,5.952e-09
