Stage1,Stage2,Stage3,Stages,Switches,Cap,Slew1,Slew2,Slew3,Ileak,MaxI,EndTime
42,155,23,3,220,1.0198e-11,0.0362418,0.1322692,0.020095599999999998,4.6999999999999995e-07,6.046e-03,2.701e-09
7,112,101,3,220,1.0198e-11,0.006498799999999999,0.0957278,0.08638000000000001,4.6999999999999995e-07,6.168e-03,2.714e-09
99,11,110,3,220,1.0198e-11,0.0846804,0.009898,0.09402820000000002,4.6999999999999995e-07,6.104e-03,2.690e-09
74,17,129,3,220,1.0198e-11,0.0634354,0.014996800000000001,0.1101744,4.6999999999999995e-07,6.056e-03,2.686e-09
23,117,80,3,220,1.0198e-11,0.020095599999999998,0.09997680000000002,0.06853420000000002,4.6999999999999995e-07,6.193e-03,2.702e-09
46,26,148,3,220,1.0198e-11,0.039640999999999996,0.022645,0.1263206,4.6999999999999995e-07,6.012e-03,2.714e-09
61,34,125,3,220,1.0198e-11,0.052388,0.029443399999999998,0.10677520000000001,4.6999999999999995e-07,6.074e-03,2.700e-09
153,59,8,3,220,1.0198e-11,0.1305696,0.0506884,0.007348599999999999,4.6999999999999995e-07,6.131e-03,2.669e-09
17,119,84,3,220,1.0198e-11,0.014996800000000001,0.1016764,0.07193340000000001,4.6999999999999995e-07,6.188e-03,2.705e-09
86,93,41,3,220,1.0198e-11,0.07363300000000002,0.07958160000000002,0.035392,4.6999999999999995e-07,6.241e-03,2.674e-09
120,5,95,3,220,1.0198e-11,0.10252620000000001,0.0047992,0.08128120000000001,4.6999999999999995e-07,6.139e-03,2.686e-09
