Stage1,Stage2,Stage3,Stage4,Stage5,Stage6,Stages,Switches,Cap,Slew1,Slew2,Slew3,Slew4,Slew5,Slew6,Ileak,MaxI,EndTime
1,196,1,1,297,4,6,500,2.7829999999999998e-12,0.0014,0.167111,0.0014,0.0014,0.2529408,0.0039494,3.0399999999999997e-06,3.475e-03,9.128e-10
229,86,1,1,1,182,6,500,2.7829999999999998e-12,0.1951544,0.07363300000000002,0.0014,0.0014,0.0014,0.15521379999999999,3.0399999999999997e-06,4.181e-03,8.594e-10
46,1,1,20,1,431,6,500,2.7829999999999998e-12,0.039640999999999996,0.0014,0.0014,0.017546199999999998,0.0014,0.366814,3.0399999999999997e-06,3.087e-03,1.003e-09
92,1,1,1,12,393,6,500,2.7829999999999998e-12,0.0787318,0.0014,0.0014,0.0014,0.0107478,0.3345216,3.0399999999999997e-06,2.869e-03,9.444e-10
1,17,1,1,93,387,6,500,2.7829999999999998e-12,0.0014,0.014996800000000001,0.0014,0.0014,0.07958160000000002,0.3294228,3.0399999999999997e-06,3.342e-03,1.009e-09
1,307,1,1,127,63,6,500,2.7829999999999998e-12,0.0014,0.26143879999999997,0.0014,0.0014,0.10847480000000001,0.0540876,3.0399999999999997e-06,3.916e-03,9.210e-10
1,378,69,1,1,50,6,500,2.7829999999999998e-12,0.0014,0.32177459999999997,0.0591864,0.0014,0.0014,0.0430402,3.0399999999999997e-06,4.171e-03,9.344e-10
220,66,1,211,1,1,6,500,2.7829999999999998e-12,0.1875062,0.056637,0.0014,0.17985800000000002,0.0014,0.0014,3.0399999999999997e-06,4.094e-03,8.541e-10
165,1,18,1,1,314,6,500,2.7829999999999998e-12,0.1407672,0.0014,0.015846600000000002,0.0014,0.0014,0.26738739999999994,3.0399999999999997e-06,3.518e-03,8.867e-10
111,245,1,141,1,1,6,500,2.7829999999999998e-12,0.094878,0.20875120000000003,0.0014,0.120372,0.0014,0.0014,3.0399999999999997e-06,3.798e-03,8.480e-10
333,131,1,1,33,1,6,500,2.7829999999999998e-12,0.2835336,0.11187400000000002,0.0014,0.0014,0.0285936,0.0014,3.0399999999999997e-06,4.291e-03,8.808e-10
1,144,1,1,134,219,6,500,2.7829999999999998e-12,0.0014,0.12292140000000001,0.0014,0.0014,0.11442340000000001,0.18665640000000003,3.0399999999999997e-06,3.616e-03,8.997e-10
1,1,1,302,27,168,6,500,2.7829999999999998e-12,0.0014,0.0014,0.0014,0.2571898,0.0234948,0.1433166,3.0399999999999997e-06,4.042e-03,9.889e-10
1,1,1,70,163,264,6,500,2.7829999999999998e-12,0.0014,0.0014,0.0014,0.060036200000000005,0.1390676,0.2248974,3.0399999999999997e-06,3.652e-03,9.650e-10
225,108,1,164,1,1,6,500,2.7829999999999998e-12,0.19175520000000001,0.09232860000000001,0.0014,0.13991740000000003,0.0014,0.0014,3.0399999999999997e-06,4.213e-03,8.474e-10
31,1,1,53,1,413,6,500,2.7829999999999998e-12,0.026893999999999998,0.0014,0.0014,0.0455896,0.0014,0.3515176,3.0399999999999997e-06,3.108e-03,9.913e-10
103,1,382,12,1,1,6,500,2.7829999999999998e-12,0.08807960000000001,0.0014,0.32517379999999996,0.0107478,0.0014,0.0014,3.0399999999999997e-06,3.420e-03,8.934e-10
69,1,1,1,370,58,6,500,2.7829999999999998e-12,0.0591864,0.0014,0.0014,0.0014,0.31497619999999993,0.049838600000000004,3.0399999999999997e-06,3.326e-03,9.457e-10
151,1,1,286,60,1,6,500,2.7829999999999998e-12,0.12887,0.0014,0.0014,0.24359300000000003,0.0515382,0.0014,3.0399999999999997e-06,3.392e-03,8.725e-10
246,1,1,227,24,1,6,500,2.7829999999999998e-12,0.209601,0.0014,0.0014,0.1934548,0.0209454,0.0014,3.0399999999999997e-06,3.675e-03,8.720e-10
1,69,373,1,55,1,6,500,2.7829999999999998e-12,0.0014,0.0591864,0.3175256,0.0014,0.0472892,0.0014,3.0399999999999997e-06,3.596e-03,9.274e-10
6,1,1,316,175,1,6,500,2.7829999999999998e-12,0.0056489999999999995,0.0014,0.0014,0.269087,0.1492652,0.0014,3.0399999999999997e-06,4.144e-03,9.846e-10
1,78,169,1,250,1,6,500,2.7829999999999998e-12,0.0014,0.06683460000000001,0.1441664,0.0014,0.2130002,0.0014,3.0399999999999997e-06,3.728e-03,8.881e-10
265,1,212,20,1,1,6,500,2.7829999999999998e-12,0.2257472,0.0014,0.1807078,0.017546199999999998,0.0014,0.0014,3.0399999999999997e-06,3.960e-03,8.712e-10
210,237,1,1,50,1,6,500,2.7829999999999998e-12,0.17900820000000003,0.2019528,0.0014,0.0014,0.0430402,0.0014,3.0399999999999997e-06,4.037e-03,8.548e-10
273,1,222,1,2,1,6,500,2.7829999999999998e-12,0.23254560000000002,0.0014,0.1892058,0.0014,0.0022498,0.0014,3.0399999999999997e-06,3.947e-03,8.756e-10
1,169,300,1,28,1,6,500,2.7829999999999998e-12,0.0014,0.1441664,0.2554902,0.0014,0.0243446,0.0014,3.0399999999999997e-06,3.803e-03,8.954e-10
1,41,419,1,1,37,6,500,2.7829999999999998e-12,0.0014,0.035392,0.3566164,0.0014,0.0014,0.0319928,3.0399999999999997e-06,3.613e-03,9.610e-10
1,152,1,63,282,1,6,500,2.7829999999999998e-12,0.0014,0.1297198,0.0014,0.0540876,0.2401938,0.0014,3.0399999999999997e-06,3.780e-03,8.972e-10
47,17,433,1,1,1,6,500,2.7829999999999998e-12,0.0404908,0.014996800000000001,0.3685136,0.0014,0.0014,0.0014,3.0399999999999997e-06,3.398e-03,9.290e-10
119,350,1,1,28,1,6,500,2.7829999999999998e-12,0.1016764,0.2979802,0.0014,0.0014,0.0243446,0.0014,3.0399999999999997e-06,3.615e-03,8.657e-10
1,1,1,54,44,399,6,500,2.7829999999999998e-12,0.0014,0.0014,0.0014,0.0464394,0.0379414,0.3396204,3.0399999999999997e-06,3.302e-03,1.010e-09
1,1,108,181,208,1,6,500,2.7829999999999998e-12,0.0014,0.0014,0.09232860000000001,0.154364,0.1773086,0.0014,3.0399999999999997e-06,3.838e-03,9.172e-10
1,1,323,1,99,75,6,500,2.7829999999999998e-12,0.0014,0.0014,0.2750356,0.0014,0.0846804,0.0642852,3.0399999999999997e-06,4.137e-03,9.590e-10
92,173,1,1,1,232,6,500,2.7829999999999998e-12,0.0787318,0.14756560000000002,0.0014,0.0014,0.0014,0.1977038,3.0399999999999997e-06,3.792e-03,8.572e-10
40,1,248,1,209,1,6,500,2.7829999999999998e-12,0.0345422,0.0014,0.2113006,0.0014,0.1781584,0.0014,3.0399999999999997e-06,3.594e-03,9.059e-10
