Stage1,Stage2,Stage3,Stage4,Stage5,Stage6,Stages,Switches,Cap,Slew1,Slew2,Slew3,Slew4,Slew5,Slew6,Ileak,MaxI,EndTime
7,36,6,15,77,4,6,145,2.783e-12,0.006498799999999999,0.031142999999999997,0.0056489999999999995,0.0132972,0.06598480000000001,0.0039494,3.04e-6,2.864e-03,1.475e-09
26,73,19,12,8,7,6,145,2.783e-12,0.022645,0.0625856,0.0166964,0.0107478,0.007348599999999999,0.006498799999999999,3.04e-6,3.038e-03,1.463e-09
27,22,13,25,50,8,6,145,2.783e-12,0.0234948,0.0192458,0.0115976,0.021795199999999997,0.0430402,0.007348599999999999,3.04e-6,2.902e-03,1.460e-09
31,11,22,6,46,29,6,145,2.783e-12,0.026893999999999998,0.009898,0.0192458,0.0056489999999999995,0.039640999999999996,0.0251944,3.04e-6,2.826e-03,1.452e-09
21,26,16,14,28,40,6,145,2.783e-12,0.018396,0.022645,0.014147,0.0124474,0.0243446,0.0345422,3.04e-6,2.773e-03,1.459e-09
4,6,18,47,19,51,6,145,2.783e-12,0.0039494,0.0056489999999999995,0.015846600000000002,0.0404908,0.0166964,0.04389,3.04e-6,2.791e-03,1.472e-09
30,24,7,18,45,21,6,145,2.783e-12,0.0260442,0.0209454,0.006498799999999999,0.015846600000000002,0.0387912,0.018396,3.04e-6,2.842e-03,1.454e-09
14,19,1,4,32,75,6,145,2.783e-12,0.0124474,0.0166964,0.0014,0.0039494,0.027743800000000002,0.0642852,3.04e-6,3.080e-03,1.460e-09
10,6,66,33,16,14,6,145,2.783e-12,0.0090482,0.0056489999999999995,0.056637,0.0285936,0.014147,0.0124474,3.04e-6,3.024e-03,1.487e-09
11,2,31,73,17,11,6,145,2.783e-12,0.009898,0.0022498,0.026893999999999998,0.0625856,0.014996800000000001,0.009898,3.04e-6,3.013e-03,1.473e-09
28,6,23,16,62,10,6,145,2.783e-12,0.0243446,0.0056489999999999995,0.020095599999999998,0.014147,0.0532378,0.0090482,3.04e-6,2.891e-03,1.469e-09
1,19,25,10,2,88,6,145,2.783e-12,0.0014,0.0166964,0.021795199999999997,0.0090482,0.0022498,0.0753326,3.04e-6,2.777e-03,1.479e-09
45,18,9,12,60,1,6,145,2.783e-12,0.0387912,0.015846600000000002,0.0081984,0.0107478,0.0515382,0.0014,3.04e-6,2.860e-03,1.456e-09
29,6,52,16,21,21,6,145,2.783e-12,0.0251944,0.0056489999999999995,0.044739799999999996,0.014147,0.018396,0.018396,3.04e-6,2.904e-03,1.461e-09
15,80,21,10,5,14,6,145,2.783e-12,0.0132972,0.06853420000000002,0.018396,0.0090482,0.0047992,0.0124474,3.04e-6,2.983e-03,1.467e-09
45,4,12,37,10,37,6,145,2.783e-12,0.0387912,0.0039494,0.0107478,0.0319928,0.0090482,0.0319928,3.04e-6,2.779e-03,1.446e-09
45,7,46,6,34,7,6,145,2.783e-12,0.0387912,0.006498799999999999,0.039640999999999996,0.0056489999999999995,0.029443399999999998,0.006498799999999999,3.04e-6,2.936e-03,1.456e-09
12,1,20,50,19,43,6,145,2.783e-12,0.0107478,0.0014,0.017546199999999998,0.0430402,0.0166964,0.0370916,3.04e-6,2.822e-03,1.461e-09
34,9,42,2,17,41,6,145,2.783e-12,0.029443399999999998,0.0081984,0.0362418,0.0022498,0.014996800000000001,0.035392,3.04e-6,2.786e-03,1.457e-09
17,38,50,4,31,5,6,145,2.783e-12,0.014996800000000001,0.0328426,0.0430402,0.0039494,0.026893999999999998,0.0047992,3.04e-6,2.987e-03,1.470e-09
5,55,12,43,26,4,6,145,2.783e-12,0.0047992,0.0472892,0.0107478,0.0370916,0.022645,0.0039494,3.04e-6,3.027e-03,1.462e-09
10,29,20,30,39,17,6,145,2.783e-12,0.0090482,0.0251944,0.017546199999999998,0.0260442,0.0336924,0.014996800000000001,3.04e-6,2.915e-03,1.467e-09
7,15,78,33,11,1,6,145,2.783e-12,0.006498799999999999,0.0132972,0.06683460000000001,0.0285936,0.009898,0.0014,3.04e-6,3.209e-03,1.495e-09
4,1,34,31,72,3,6,145,2.783e-12,0.0039494,0.0014,0.029443399999999998,0.026893999999999998,0.0617358,0.0030995999999999997,3.04e-6,2.931e-03,1.487e-09
21,10,52,30,24,8,6,145,2.783e-12,0.018396,0.0090482,0.044739799999999996,0.0260442,0.0209454,0.007348599999999999,3.04e-6,2.995e-03,1.474e-09
20,15,36,63,9,2,6,145,2.783e-12,0.017546199999999998,0.0132972,0.031142999999999997,0.0540876,0.0081984,0.0022498,3.04e-6,3.088e-03,1.479e-09
13,14,28,21,67,2,6,145,2.783e-12,0.0115976,0.0124474,0.0243446,0.018396,0.0574868,0.0022498,3.04e-6,2.911e-03,1.471e-09
14,12,13,50,11,45,6,145,2.783e-12,0.0124474,0.0107478,0.0115976,0.0430402,0.009898,0.0387912,3.04e-6,2.799e-03,1.455e-09
52,1,1,70,4,17,6,145,2.783e-12,0.044739799999999996,0.0014,0.0014,0.060036200000000005,0.0039494,0.014996800000000001,3.04e-6,2.899e-03,1.464e-09
4,30,17,16,23,55,6,145,2.783e-12,0.0039494,0.0260442,0.014996800000000001,0.014147,0.020095599999999998,0.0472892,3.04e-6,2.750e-03,1.462e-09
2,57,20,34,13,19,6,145,2.783e-12,0.0022498,0.0489888,0.017546199999999998,0.029443399999999998,0.0115976,0.0166964,3.04e-6,2.932e-03,1.466e-09
51,11,18,8,20,37,6,145,2.783e-12,0.04389,0.009898,0.015846600000000002,0.007348599999999999,0.017546199999999998,0.0319928,3.04e-6,2.755e-03,1.454e-09
29,3,40,38,3,32,6,145,2.783e-12,0.0251944,0.0030995999999999997,0.0345422,0.0328426,0.0030995999999999997,0.027743800000000002,3.04e-6,2.856e-03,1.466e-09
19,82,3,14,4,23,6,145,2.783e-12,0.0166964,0.0702338,0.0030995999999999997,0.0124474,0.0039494,0.020095599999999998,3.04e-6,2.880e-03,1.466e-09
9,71,2,58,1,4,6,145,2.783e-12,0.0081984,0.060885999999999996,0.0022498,0.049838600000000004,0.0014,0.0039494,3.04e-6,3.079e-03,1.471e-09
51,5,29,19,13,28,6,145,2.783e-12,0.04389,0.0047992,0.0251944,0.0166964,0.0115976,0.0243446,3.04e-6,2.812e-03,1.453e-09
16,13,19,63,9,25,6,145,2.783e-12,0.014147,0.0115976,0.0166964,0.0540876,0.0081984,0.021795199999999997,3.04e-6,2.905e-03,1.474e-09
3,8,70,18,12,34,6,145,2.783e-12,0.0030995999999999997,0.007348599999999999,0.060036200000000005,0.015846600000000002,0.0107478,0.029443399999999998,3.04e-6,2.936e-03,1.483e-09
11,6,15,26,70,17,6,145,2.783e-12,0.009898,0.0056489999999999995,0.0132972,0.022645,0.060036200000000005,0.014996800000000001,3.04e-6,2.884e-03,1.474e-09
13,10,4,42,60,16,6,145,2.783e-12,0.0115976,0.0090482,0.0039494,0.0362418,0.0515382,0.014147,3.04e-6,2.899e-03,1.473e-09
17,30,28,24,39,7,6,145,2.783e-12,0.014996800000000001,0.0260442,0.0243446,0.0209454,0.0336924,0.006498799999999999,3.04e-6,2.949e-03,1.460e-09
56,20,5,28,17,19,6,145,2.783e-12,0.048138999999999994,0.017546199999999998,0.0047992,0.0243446,0.014996800000000001,0.0166964,3.04e-6,2.829e-03,1.451e-09
39,23,24,8,2,49,6,145,2.783e-12,0.0336924,0.020095599999999998,0.0209454,0.007348599999999999,0.0022498,0.042190399999999996,3.04e-6,2.859e-03,1.456e-09
2,28,107,2,1,5,6,145,2.783e-12,0.0022498,0.0243446,0.09147880000000001,0.0022498,0.0014,0.0047992,3.04e-6,3.111e-03,1.508e-09
4,12,48,19,36,26,6,145,2.783e-12,0.0039494,0.0107478,0.041340600000000005,0.0166964,0.031142999999999997,0.022645,3.04e-6,2.923e-03,1.474e-09
8,17,24,22,9,65,6,145,2.783e-12,0.007348599999999999,0.014996800000000001,0.0209454,0.0192458,0.0081984,0.0557872,3.04e-6,2.719e-03,1.467e-09
39,25,15,9,29,28,6,145,2.783e-12,0.0336924,0.021795199999999997,0.0132972,0.0081984,0.0251944,0.0243446,3.04e-6,2.800e-03,1.447e-09
16,17,44,10,13,45,6,145,2.783e-12,0.014147,0.014996800000000001,0.0379414,0.0090482,0.0115976,0.0387912,3.04e-6,2.799e-03,1.461e-09
22,3,11,2,76,31,6,145,2.783e-12,0.0192458,0.0030995999999999997,0.009898,0.0022498,0.06513500000000001,0.026893999999999998,3.04e-6,3.217e-03,1.468e-09
4,30,67,39,2,3,6,145,2.783e-12,0.0039494,0.0260442,0.0574868,0.0336924,0.0022498,0.0030995999999999997,3.04e-6,3.200e-03,1.487e-09
42,18,26,11,46,2,6,145,2.783e-12,0.0362418,0.015846600000000002,0.022645,0.009898,0.039640999999999996,0.0022498,3.04e-6,2.915e-03,1.460e-09
29,11,27,38,8,32,6,145,2.783e-12,0.0251944,0.009898,0.0234948,0.0328426,0.007348599999999999,0.027743800000000002,3.04e-6,2.831e-03,1.463e-09
51,10,7,41,5,31,6,145,2.783e-12,0.04389,0.0090482,0.006498799999999999,0.035392,0.0047992,0.026893999999999998,3.04e-6,2.798e-03,1.453e-09
13,11,2,49,58,12,6,145,2.783e-12,0.0115976,0.009898,0.0022498,0.042190399999999996,0.049838600000000004,0.0107478,3.04e-6,2.917e-03,1.472e-09
29,41,10,3,28,34,6,145,2.783e-12,0.0251944,0.035392,0.0090482,0.0030995999999999997,0.0243446,0.029443399999999998,3.04e-6,2.782e-03,1.454e-09
5,78,3,32,6,21,6,145,2.783e-12,0.0047992,0.06683460000000001,0.0030995999999999997,0.027743800000000002,0.0056489999999999995,0.018396,3.04e-6,2.929e-03,1.465e-09
41,1,43,7,18,35,6,145,2.783e-12,0.035392,0.0014,0.0370916,0.006498799999999999,0.015846600000000002,0.0302932,3.04e-6,2.810e-03,1.449e-09
27,55,26,13,15,9,6,145,2.783e-12,0.0234948,0.0472892,0.022645,0.0115976,0.0132972,0.0081984,3.04e-6,2.960e-03,1.458e-09
65,27,26,20,2,5,6,145,2.783e-12,0.0557872,0.0234948,0.022645,0.017546199999999998,0.0022498,0.0047992,3.04e-6,3.100e-03,1.443e-09
12,67,19,9,19,19,6,145,2.783e-12,0.0107478,0.0574868,0.0166964,0.0081984,0.0166964,0.0166964,3.04e-6,2.902e-03,1.466e-09
43,35,29,4,9,25,6,145,2.783e-12,0.0370916,0.0302932,0.0251944,0.0039494,0.0081984,0.021795199999999997,3.04e-6,2.812e-03,1.450e-09
7,40,29,7,30,32,6,145,2.783e-12,0.006498799999999999,0.0345422,0.0251944,0.006498799999999999,0.0260442,0.027743800000000002,3.04e-6,2.850e-03,1.460e-09
47,20,25,21,20,12,6,145,2.783e-12,0.0404908,0.017546199999999998,0.021795199999999997,0.018396,0.017546199999999998,0.0107478,3.04e-6,2.878e-03,1.453e-09
6,11,22,84,20,2,6,145,2.783e-12,0.0056489999999999995,0.009898,0.0192458,0.07193340000000001,0.017546199999999998,0.0022498,3.04e-6,3.051e-03,1.479e-09
29,37,39,2,11,27,6,145,2.783e-12,0.0251944,0.0319928,0.0336924,0.0022498,0.009898,0.0234948,3.04e-6,2.836e-03,1.454e-09
22,18,53,21,23,8,6,145,2.783e-12,0.0192458,0.015846600000000002,0.0455896,0.018396,0.020095599999999998,0.007348599999999999,3.04e-6,2.988e-03,1.472e-09
18,64,6,21,20,16,6,145,2.783e-12,0.015846600000000002,0.0549374,0.0056489999999999995,0.018396,0.017546199999999998,0.014147,3.04e-6,2.898e-03,1.454e-09
4,7,10,34,69,21,6,145,2.783e-12,0.0039494,0.006498799999999999,0.0090482,0.029443399999999998,0.0591864,0.018396,3.04e-6,2.891e-03,1.478e-09
12,22,7,1,20,83,6,145,2.783e-12,0.0107478,0.0192458,0.006498799999999999,0.0014,0.017546199999999998,0.07108360000000001,3.04e-6,2.957e-03,1.462e-09
35,37,45,4,17,7,6,145,2.783e-12,0.0302932,0.0319928,0.0387912,0.0039494,0.014996800000000001,0.006498799999999999,3.04e-6,2.980e-03,1.454e-09
1,12,12,38,16,66,6,145,2.783e-12,0.0014,0.0107478,0.0107478,0.0328426,0.014147,0.056637,3.04e-6,2.811e-03,1.473e-09
4,66,31,20,14,10,6,145,2.783e-12,0.0039494,0.056637,0.026893999999999998,0.017546199999999998,0.0124474,0.0090482,3.04e-6,3.012e-03,1.464e-09
5,2,10,51,59,18,6,145,2.783e-12,0.0047992,0.0022498,0.0090482,0.04389,0.0506884,0.015846600000000002,3.04e-6,2.949e-03,1.475e-09
6,32,81,15,1,10,6,145,2.783e-12,0.0056489999999999995,0.027743800000000002,0.069384,0.0132972,0.0014,0.0090482,3.04e-6,3.085e-03,1.491e-09
29,21,31,5,35,24,6,145,2.783e-12,0.0251944,0.018396,0.026893999999999998,0.0047992,0.0302932,0.0209454,3.04e-6,2.849e-03,1.459e-09
59,7,13,6,20,40,6,145,2.783e-12,0.0506884,0.006498799999999999,0.0115976,0.0056489999999999995,0.017546199999999998,0.0345422,3.04e-6,2.741e-03,1.446e-09
56,19,9,22,24,15,6,145,2.783e-12,0.048138999999999994,0.0166964,0.0081984,0.0192458,0.0209454,0.0132972,3.04e-6,2.848e-03,1.451e-09
11,5,31,89,6,3,6,145,2.783e-12,0.009898,0.0047992,0.026893999999999998,0.0761824,0.0056489999999999995,0.0030995999999999997,3.04e-6,3.044e-03,1.487e-09
19,28,28,25,23,22,6,145,2.783e-12,0.0166964,0.0243446,0.0243446,0.021795199999999997,0.020095599999999998,0.0192458,3.04e-6,2.873e-03,1.461e-09
40,13,23,1,1,67,6,145,2.783e-12,0.0345422,0.0115976,0.020095599999999998,0.0014,0.0014,0.0574868,3.04e-6,3.033e-03,1.462e-09
41,19,45,5,21,14,6,145,2.783e-12,0.035392,0.0166964,0.0387912,0.0047992,0.018396,0.0124474,3.04e-6,2.896e-03,1.460e-09
56,12,21,6,19,31,6,145,2.783e-12,0.048138999999999994,0.0107478,0.018396,0.0056489999999999995,0.0166964,0.026893999999999998,3.04e-6,2.780e-03,1.445e-09
6,19,12,29,2,77,6,145,2.783e-12,0.0056489999999999995,0.0166964,0.0107478,0.0251944,0.0022498,0.06598480000000001,3.04e-6,2.810e-03,1.468e-09
32,6,9,7,6,85,6,145,2.783e-12,0.027743800000000002,0.0056489999999999995,0.0081984,0.006498799999999999,0.0056489999999999995,0.0727832,3.04e-6,3.069e-03,1.472e-09
3,53,11,45,32,1,6,145,2.783e-12,0.0030995999999999997,0.0455896,0.009898,0.0387912,0.027743800000000002,0.0014,3.04e-6,3.047e-03,1.471e-09
2,6,62,21,3,51,6,145,2.783e-12,0.0022498,0.0056489999999999995,0.0532378,0.018396,0.0030995999999999997,0.04389,3.04e-6,2.852e-03,1.472e-09
6,61,10,49,5,14,6,145,2.783e-12,0.0056489999999999995,0.052388,0.0090482,0.042190399999999996,0.0047992,0.0124474,3.04e-6,2.969e-03,1.472e-09
6,32,43,24,4,36,6,145,2.783e-12,0.0056489999999999995,0.027743800000000002,0.0370916,0.0209454,0.0039494,0.031142999999999997,3.04e-6,2.862e-03,1.462e-09
2,4,32,17,61,29,6,145,2.783e-12,0.0022498,0.0039494,0.027743800000000002,0.014996800000000001,0.052388,0.0251944,3.04e-6,2.897e-03,1.476e-09
28,19,62,28,1,7,6,145,2.783e-12,0.0243446,0.0166964,0.0532378,0.0243446,0.0014,0.006498799999999999,3.04e-6,3.114e-03,1.475e-09
13,50,1,69,6,6,6,145,2.783e-12,0.0115976,0.0430402,0.0014,0.0591864,0.0056489999999999995,0.0056489999999999995,3.04e-6,3.000e-03,1.472e-09
17,38,10,27,24,29,6,145,2.783e-12,0.014996800000000001,0.0328426,0.0090482,0.0234948,0.0209454,0.0251944,3.04e-6,2.834e-03,1.458e-09
3,13,46,39,20,24,6,145,2.783e-12,0.0030995999999999997,0.0115976,0.039640999999999996,0.0336924,0.017546199999999998,0.0209454,3.04e-6,2.943e-03,1.479e-09
34,29,24,19,6,33,6,145,2.783e-12,0.029443399999999998,0.0251944,0.0209454,0.0166964,0.0056489999999999995,0.0285936,3.04e-6,2.794e-03,1.452e-09
40,17,22,49,3,14,6,145,2.783e-12,0.0345422,0.014996800000000001,0.0192458,0.042190399999999996,0.0030995999999999997,0.0124474,3.04e-6,2.908e-03,1.459e-09
3,27,2,39,66,8,6,145,2.783e-12,0.0030995999999999997,0.0234948,0.0022498,0.0336924,0.056637,0.007348599999999999,3.04e-6,2.914e-03,1.469e-09
11,9,28,12,45,40,6,145,2.783e-12,0.009898,0.0081984,0.0243446,0.0107478,0.0387912,0.0345422,3.04e-6,2.825e-03,1.466e-09
21,42,15,14,40,13,6,145,2.783e-12,0.018396,0.0362418,0.0132972,0.0124474,0.0345422,0.0115976,3.04e-6,2.896e-03,1.453e-09
6,11,38,6,11,73,6,145,2.783e-12,0.0056489999999999995,0.009898,0.0328426,0.0056489999999999995,0.009898,0.0625856,3.04e-6,2.716e-03,1.477e-09
25,23,9,24,41,23,6,145,2.783e-12,0.021795199999999997,0.020095599999999998,0.0081984,0.0209454,0.035392,0.020095599999999998,3.04e-6,2.846e-03,1.460e-09
72,11,37,5,19,1,6,145,2.783e-12,0.0617358,0.009898,0.0319928,0.0047992,0.0166964,0.0014,3.04e-6,3.018e-03,1.455e-09
45,16,10,33,32,9,6,145,2.783e-12,0.0387912,0.014147,0.0090482,0.0285936,0.027743800000000002,0.0081984,3.04e-6,2.894e-03,1.457e-09
4,43,17,8,60,13,6,145,2.783e-12,0.0039494,0.0370916,0.014996800000000001,0.007348599999999999,0.0515382,0.0115976,3.04e-6,2.913e-03,1.466e-09
62,4,4,23,28,24,6,145,2.783e-12,0.0532378,0.0039494,0.0039494,0.020095599999999998,0.0243446,0.0209454,3.04e-6,2.808e-03,1.453e-09
92,2,29,3,3,16,6,145,2.783e-12,0.0787318,0.0022498,0.0251944,0.0030995999999999997,0.0030995999999999997,0.014147,3.04e-6,2.958e-03,1.457e-09
7,41,20,14,46,17,6,145,2.783e-12,0.006498799999999999,0.035392,0.017546199999999998,0.0124474,0.039640999999999996,0.014996800000000001,3.04e-6,2.910e-03,1.468e-09
42,17,46,8,1,31,6,145,2.783e-12,0.0362418,0.014996800000000001,0.039640999999999996,0.007348599999999999,0.0014,0.026893999999999998,3.04e-6,2.819e-03,1.448e-09
28,18,26,24,24,25,6,145,2.783e-12,0.0243446,0.015846600000000002,0.022645,0.0209454,0.0209454,0.021795199999999997,3.04e-6,2.843e-03,1.455e-09
11,6,54,7,65,2,6,145,2.783e-12,0.009898,0.0056489999999999995,0.0464394,0.006498799999999999,0.0557872,0.0022498,3.04e-6,2.964e-03,1.482e-09
7,43,12,37,15,31,6,145,2.783e-12,0.006498799999999999,0.0370916,0.0107478,0.0319928,0.0132972,0.026893999999999998,3.04e-6,2.854e-03,1.457e-09
7,17,56,36,2,27,6,145,2.783e-12,0.006498799999999999,0.014996800000000001,0.048138999999999994,0.031142999999999997,0.0022498,0.0234948,3.04e-6,2.942e-03,1.467e-09
7,9,12,43,2,72,6,145,2.783e-12,0.006498799999999999,0.0081984,0.0107478,0.0370916,0.0022498,0.0617358,3.04e-6,2.770e-03,1.475e-09
45,35,26,31,4,4,6,145,2.783e-12,0.0387912,0.0302932,0.022645,0.026893999999999998,0.0039494,0.0039494,3.04e-6,3.063e-03,1.458e-09
54,34,10,17,12,18,6,145,2.783e-12,0.0464394,0.029443399999999998,0.0090482,0.014996800000000001,0.0107478,0.015846600000000002,3.04e-6,2.827e-03,1.444e-09
47,25,13,27,11,22,6,145,2.783e-12,0.0404908,0.021795199999999997,0.0115976,0.0234948,0.009898,0.0192458,3.04e-6,2.816e-03,1.452e-09
7,9,3,74,31,21,6,145,2.783e-12,0.006498799999999999,0.0081984,0.0030995999999999997,0.0634354,0.026893999999999998,0.018396,3.04e-6,2.940e-03,1.465e-09
11,20,2,10,5,97,6,145,2.783e-12,0.009898,0.017546199999999998,0.0022498,0.0090482,0.0047992,0.08298080000000001,3.04e-6,3.110e-03,1.480e-09
18,52,1,30,18,26,6,145,2.783e-12,0.015846600000000002,0.044739799999999996,0.0014,0.0260442,0.015846600000000002,0.022645,3.04e-6,2.843e-03,1.461e-09
27,2,23,11,71,11,6,145,2.783e-12,0.0234948,0.0022498,0.020095599999999998,0.009898,0.060885999999999996,0.009898,3.04e-6,2.875e-03,1.471e-09
6,1,1,92,23,22,6,145,2.783e-12,0.0056489999999999995,0.0014,0.0014,0.0787318,0.020095599999999998,0.0192458,3.04e-6,3.100e-03,1.488e-09
49,6,13,26,29,22,6,145,2.783e-12,0.042190399999999996,0.0056489999999999995,0.0115976,0.022645,0.0251944,0.0192458,3.04e-6,2.829e-03,1.456e-09
13,1,54,36,8,33,6,145,2.783e-12,0.0115976,0.0014,0.0464394,0.031142999999999997,0.007348599999999999,0.0285936,3.04e-6,2.903e-03,1.473e-09
38,39,9,23,3,33,6,145,2.783e-12,0.0328426,0.0336924,0.0081984,0.020095599999999998,0.0030995999999999997,0.0285936,3.04e-6,2.780e-03,1.448e-09
15,24,2,38,42,24,6,145,2.783e-12,0.0132972,0.0209454,0.0022498,0.0328426,0.0362418,0.0209454,3.04e-6,2.866e-03,1.464e-09
29,5,31,42,33,5,6,145,2.783e-12,0.0251944,0.0047992,0.026893999999999998,0.0362418,0.0285936,0.0047992,3.04e-6,2.976e-03,1.469e-09
19,3,32,52,15,24,6,145,2.783e-12,0.0166964,0.0030995999999999997,0.027743800000000002,0.044739799999999996,0.0132972,0.0209454,3.04e-6,2.911e-03,1.473e-09
6,36,46,9,27,21,6,145,2.783e-12,0.0056489999999999995,0.031142999999999997,0.039640999999999996,0.0081984,0.0234948,0.018396,3.04e-6,2.926e-03,1.472e-09
43,9,27,40,6,20,6,145,2.783e-12,0.0370916,0.0081984,0.0234948,0.0345422,0.0056489999999999995,0.017546199999999998,3.04e-6,2.870e-03,1.461e-09
23,31,46,18,19,8,6,145,2.783e-12,0.020095599999999998,0.026893999999999998,0.039640999999999996,0.015846600000000002,0.0166964,0.007348599999999999,3.04e-6,2.984e-03,1.462e-09
14,74,14,17,16,10,6,145,2.783e-12,0.0124474,0.0634354,0.0124474,0.014996800000000001,0.014147,0.0090482,3.04e-6,2.969e-03,1.463e-09
9,27,29,22,16,42,6,145,2.783e-12,0.0081984,0.0234948,0.0251944,0.0192458,0.014147,0.0362418,3.04e-6,2.807e-03,1.467e-09
42,3,36,33,3,28,6,145,2.783e-12,0.0362418,0.0030995999999999997,0.031142999999999997,0.0285936,0.0030995999999999997,0.0243446,3.04e-6,2.849e-03,1.453e-09
4,25,73,18,8,17,6,145,2.783e-12,0.0039494,0.021795199999999997,0.0625856,0.015846600000000002,0.007348599999999999,0.014996800000000001,3.04e-6,3.012e-03,1.487e-09
31,20,18,13,8,55,6,145,2.783e-12,0.026893999999999998,0.017546199999999998,0.015846600000000002,0.0115976,0.007348599999999999,0.0472892,3.04e-6,2.766e-03,1.456e-09
35,26,17,25,20,22,6,145,2.783e-12,0.0302932,0.022645,0.014996800000000001,0.021795199999999997,0.017546199999999998,0.0192458,3.04e-6,2.836e-03,1.454e-09
68,7,21,7,34,8,6,145,2.783e-12,0.058336599999999995,0.006498799999999999,0.018396,0.006498799999999999,0.029443399999999998,0.007348599999999999,3.04e-6,2.884e-03,1.449e-09
13,1,26,68,17,20,6,145,2.783e-12,0.0115976,0.0014,0.022645,0.058336599999999995,0.014996800000000001,0.017546199999999998,3.04e-6,2.958e-03,1.479e-09
37,15,12,3,75,3,6,145,2.783e-12,0.0319928,0.0132972,0.0107478,0.0030995999999999997,0.0642852,0.0030995999999999997,3.04e-6,2.885e-03,1.468e-09
16,39,56,12,7,15,6,145,2.783e-12,0.014147,0.0336924,0.048138999999999994,0.0107478,0.006498799999999999,0.0132972,3.04e-6,2.959e-03,1.466e-09
9,42,16,61,7,10,6,145,2.783e-12,0.0081984,0.0362418,0.014147,0.052388,0.006498799999999999,0.0090482,3.04e-6,2.984e-03,1.475e-09
13,3,8,71,11,39,6,145,2.783e-12,0.0115976,0.0030995999999999997,0.007348599999999999,0.060885999999999996,0.009898,0.0336924,3.04e-6,2.853e-03,1.470e-09
6,8,34,36,46,15,6,145,2.783e-12,0.0056489999999999995,0.007348599999999999,0.029443399999999998,0.031142999999999997,0.039640999999999996,0.0132972,3.04e-6,2.959e-03,1.477e-09
20,3,89,10,18,5,6,145,2.783e-12,0.017546199999999998,0.0030995999999999997,0.0761824,0.0090482,0.015846600000000002,0.0047992,3.04e-6,3.095e-03,1.493e-09
4,11,4,83,11,32,6,145,2.783e-12,0.0039494,0.009898,0.0039494,0.07108360000000001,0.009898,0.027743800000000002,3.04e-6,2.917e-03,1.476e-09
71,4,9,5,38,18,6,145,2.783e-12,0.060885999999999996,0.0039494,0.0081984,0.0047992,0.0328426,0.015846600000000002,3.04e-6,2.829e-03,1.449e-09
5,17,23,48,44,8,6,145,2.783e-12,0.0047992,0.014996800000000001,0.020095599999999998,0.041340600000000005,0.0379414,0.007348599999999999,3.04e-6,2.984e-03,1.476e-09
58,33,20,4,19,11,6,145,2.783e-12,0.049838600000000004,0.0285936,0.017546199999999998,0.0039494,0.0166964,0.009898,3.04e-6,2.870e-03,1.447e-09
88,4,22,15,8,8,6,145,2.783e-12,0.0753326,0.0039494,0.0192458,0.0132972,0.007348599999999999,0.007348599999999999,3.04e-6,2.977e-03,1.456e-09
33,14,36,1,15,46,6,145,2.783e-12,0.0285936,0.0124474,0.031142999999999997,0.0014,0.0132972,0.039640999999999996,3.04e-6,2.760e-03,1.452e-09
3,14,2,17,30,79,6,145,2.783e-12,0.0030995999999999997,0.0124474,0.0022498,0.014996800000000001,0.0260442,0.0676844,3.04e-6,3.079e-03,1.468e-09
5,19,56,7,21,37,6,145,2.783e-12,0.0047992,0.0166964,0.048138999999999994,0.006498799999999999,0.018396,0.0319928,3.04e-6,2.878e-03,1.467e-09
18,63,1,2,30,31,6,145,2.783e-12,0.015846600000000002,0.0540876,0.0014,0.0022498,0.0260442,0.026893999999999998,3.04e-6,2.826e-03,1.455e-09
14,24,25,43,9,30,6,145,2.783e-12,0.0124474,0.0209454,0.021795199999999997,0.0370916,0.0081984,0.0260442,3.04e-6,2.863e-03,1.468e-09
19,43,30,27,5,21,6,145,2.783e-12,0.0166964,0.0370916,0.0260442,0.0234948,0.0047992,0.018396,3.04e-6,2.884e-03,1.464e-09
7,6,64,27,37,4,6,145,2.783e-12,0.006498799999999999,0.0056489999999999995,0.0549374,0.0234948,0.0319928,0.0039494,3.04e-6,3.068e-03,1.489e-09
11,1,14,79,35,5,6,145,2.783e-12,0.009898,0.0014,0.0124474,0.0676844,0.0302932,0.0047992,3.04e-6,3.022e-03,1.477e-09
32,4,3,64,3,39,6,145,2.783e-12,0.027743800000000002,0.0039494,0.0030995999999999997,0.0549374,0.0030995999999999997,0.0336924,3.04e-6,2.816e-03,1.458e-09
42,28,11,4,37,23,6,145,2.783e-12,0.0362418,0.0243446,0.009898,0.0039494,0.0319928,0.020095599999999998,3.04e-6,2.818e-03,1.453e-09
9,13,27,55,2,39,6,145,2.783e-12,0.0081984,0.0115976,0.0234948,0.0472892,0.0022498,0.0336924,3.04e-6,2.859e-03,1.466e-09
17,12,68,24,10,14,6,145,2.783e-12,0.014996800000000001,0.0107478,0.058336599999999995,0.0209454,0.0090482,0.0124474,3.04e-6,2.997e-03,1.473e-09
23,1,52,36,30,3,6,145,2.783e-12,0.020095599999999998,0.0014,0.044739799999999996,0.031142999999999997,0.0260442,0.0030995999999999997,3.04e-6,3.049e-03,1.477e-09
75,9,4,8,3,46,6,145,2.783e-12,0.0642852,0.0081984,0.0039494,0.007348599999999999,0.0030995999999999997,0.039640999999999996,3.04e-6,3.089e-03,1.441e-09
